author,paper_title,author_affiliation,date,time,location,association,session_title,session_jel_code,session_chair,session_chair_affiliation,discussant_1,discussant_1_affiliation,discussant_2,discussant_2_affiliation,discussant_3,discussant_3_affiliation,discussant_4,discussant_4_affiliation,discussant_5,discussant_5_affiliation,author.y,gender,alternative_1,alternative_2,alternative_3,alternative_4,alternative_5,X,X.1,X.2,X.3,X.4
Lawrence Christiano,The Behavior of Small and Large Firms Over the Cycle,Northwestern University,Jan. 5 2018,2:30 PM - 4:30 PM,"Pennsylvania Convention Center, 107-A",American Economic Association,Business Cycles,E3,NA,NA,,,,,,,,,,,LAWRENCE CHRISTIANO,Male,,,,,,NA,NA,NA,NA,NA
Lawrence H. Goulder,"China's Rate-Based Approach to Reducing CO2 Emissions: Strengths, Limitations, and Alternatives",Stanford University,Jan. 5 2018,8:00 AM - 10:00 AM,"Marriott Philadelphia Downtown, Grand Ballroom Salon I",American Economic Association,China's National Carbon Market,"Q5, Q4",NA,NA,Maximilian Auffhammer,University of California-Berkeley,,,,,,,,,LAWRENCE H. GOULDER,Male,LAWRENCE GOULDER,,,,,NA,NA,NA,NA,NA
Lawrence Schmidt,Technological Innovation and the Distribution of Labor Income Growth,University of Chicago,Jan. 6 2018,12:30 PM - 2:15 PM,"Loews Philadelphia, Washington C",Society for Economic Dynamics,New Approaches in Measuring Uncertainty,"D2, G1",NA,NA,,,,,,,,,,,Lawrence Schmidt,Male,,,,,,NA,NA,NA,NA,NA
Leah Platt Boustan,Adaptation of Native Labor and Capital to Mass Migration: Evidence From the Immigration Act of 1924,Princeton University,Jan. 7 2018,1:00 PM - 3:00 PM,"Pennsylvania Convention Center, 202-A",American Economic Association,Lessons from Historical Immigration Policy,"J7, N3",NA,NA,Brian Cadena,University of Colorado-Boulder,Jeanne LaFortune,Pontifical Catholic University of Chile,Giovanni Peri,University of California-Davis,,,,,LEAH PLATT BOUSTAN,Female,LEAH BOUSTAN,,,,,NA,NA,NA,NA,NA
Lei Zhang,Analyzing the Changes in the Distribution of House Prices in Beijing,North Dakota State University,Jan. 5 2018,8:00 AM - 10:00 AM,"Loews Philadelphia, Washington C",American Real Estate and Urban Economics Association,International House Pricing,"C2, R3",NA,NA,Thies Lindenthal,University of Cambridge,Rogier Holtermans,University of Southern California,Andrea Chegut,Massachusetts Institute of Technology,Marc Francke,University of Amsterdam,,,LEI ZHANG,Male,,,,,,NA,NA,NA,NA,NA
Leigh Linden,Loose Knots: Strong Versus Weak Commitments to Save for Education in Uganda,University of Texas-Austin,Jan. 6 2018,10:15 AM - 12:15 PM,"Pennsylvania Convention Center, 201-B",American Economic Association,The Demand for Commitment Devices,"D3, D1",NA,NA,Emily Breza,Harvard University,Frank Schilbach,Massachusetts Institute of Technology,Bruce Carlin,University of California-Los Angeles,Brigitte Madrian,Harvard University,,,LEIGH LINDEN,Male,,,,,,NA,NA,NA,NA,NA
Leila Agha,Coordination Within Teams and The Cost of Health Care,Dartmouth College,Jan. 6 2018,8:00 AM - 10:00 AM,"Marriott Philadelphia Downtown, Grand Ballroom Salon J",Health Economics Research Organization,Health Care Delivery: Establishing Links Between Evidence and Practice,I1,NA,NA,David Meltzer,University of Chicago,Atheendar Venkataramani,University of Pennsylvania,Jay Bhattacharya,Stanford University,,,,,Leila Agha,Female,,,,,,NA,NA,NA,NA,NA
Lena Edlund,Cousin Marriage is Not Choice,Columbia University,Jan. 7 2018,1:00 PM - 3:00 PM,"Marriott Philadelphia Downtown, Liberty Ballroom Salon A",American Economic Association,Demography and Development,J1,NA,NA,Matthias Doepke,Northwestern University,Erica Field,Princeton University,Lena Edlund,New York University,Tom Vogl,Princeton University,,,LENA EDLUND,Female,,,,,,NA,NA,NA,NA,NA
Leonardo Bursztyn,Status Goods: Experimental Evidence From Platinum Credit Cards,University of Chicago and NBER,Jan. 5 2018,2:30 PM - 4:30 PM,"Marriott Philadelphia Downtown, Meeting Room 305",Economic Science Association,"Like Everybody Else: Experimental Economics of Conformity, Image, and Identity",C9,NA,NA,Alain Cohn,University of Michigan,Desmond Ang,University of California-San Diego,Florian Ederer,Yale University,Ariel Rubinstein,New York University,,,LEONARDO BURSZTYN,Male,,,,,,NA,NA,NA,NA,NA
Leonardo Gambacorta,Tax Effects on Bank Liability Structure,Bank for International Settlements,Jan. 6 2018,2:30 PM - 4:30 PM,"Loews Philadelphia, Commonwealth Hall B",American Finance Association,Bank Deposits,G2,NA,NA,Philip Strahan,Boston College,Philipp Schnabl,New York University,Taylor Begley,Washington University-St. Louis,Erik Gilje,University of Pennsylvania,,,Leonardo Gambacorta,Male,,,,,,NA,NA,NA,NA,NA
Leonardo Iacovone,Participating or not? Characteristics of Female Entrepreneurs Participating and Completing Entrepreneurial Training Program,World Bank,Jan. 7 2018,8:00 AM - 10:00 AM,"Pennsylvania Convention Center, 204-B",American Economic Association,Barriers to the Success of Female Owned Microenterprises,"O1, L2",NA,NA,Rachel Heath,University of Washington,David McKenzie,World Bank,Andreas Menzel,CERGE-EI,Christophe Jalil,French Institute of Research for Development,,,Leonardo Iacovone,Male,,,,,,NA,NA,NA,NA,NA
Leonardo Iacovone,Is personal initiative training a substitute or complement to the existing human capital of women? Results from a randomized trial in Togo,World Bank,Jan. 7 2018,8:00 AM - 10:00 AM,"Pennsylvania Convention Center, 204-B",American Economic Association,Barriers to the Success of Female Owned Microenterprises,"O1, L2",NA,NA,Rachel Heath,University of Washington,David McKenzie,World Bank,Andreas Menzel,CERGE-EI,Christophe Jalil,French Institute of Research for Development,,,Leonardo Iacovone,Male,,,,,,NA,NA,NA,NA,NA
Leonardo Martinez,Sovereign Cocos and the Reprofiling of Debt Payments,International Monetary Fund,Jan. 7 2018,10:15 AM - 12:15 PM,"Marriott Philadelphia Downtown, Meeting Room 309",American Economic Association,Sovereign Default,"F4, H3",NA,NA,Sandra Lizarazo,International Monetary Fund,Leonardo Martinez,International Monetary Fund,Tamon Asonuma,International Monetary Fund,Pablo D'Erasmo,Federal Reserve Bank of Philadelphia,,,Leonardo Martinez,Female,Indiana University Leonardo Martinez,,,,,NA,NA,NA,NA,NA
Leonardo Melosi,Forward Guidance and Macroeconomic Outcomes Since the Financial Crisis,Federal Reserve Bank of Chicago,Jan. 6 2018,10:15 AM - 12:15 PM,"Pennsylvania Convention Center, 107-B",American Economic Association,Empirical Analyses of Monetary and Credit Policies,E5,NA,NA,Annette Vissing-Jorgensen,University of California-Berkeley,Valerie Ramey,University of California-San Diego,Ricardo Reis,London School of Economics,Refet Gurkaynak,Bilkent University,,,Leonardo Melosi,Male,,,,,,NA,NA,NA,NA,NA
Leonid Kogan,Technological Innovation and the Distribution of Labor Income Growth,Massachusetts Institute of Technology,Jan. 6 2018,12:30 PM - 2:15 PM,"Loews Philadelphia, Washington C",Society for Economic Dynamics,New Approaches in Measuring Uncertainty,"D2, G1",NA,NA,,,,,,,,,,,LEONID KOGAN,Male,,,,,,NA,NA,NA,NA,NA
Leora Klapper,Workplace Signaling and Financial Commitment: Evidence From a Field Experiment,World Bank,Jan. 6 2018,2:30 PM - 4:30 PM,"Pennsylvania Convention Center, 109-A",American Economic Association,"Financial Inclusion Through Savings: Commitment Devices, Mobile Money, and the Role of Trust","O1, G2",NA,NA,Jenny Aker,Tufts University,Jessica Goldberg,University of Maryland,Leora Klapper,World Bank,Diego Ubfal,Bocconi University,,,LEORA KLAPPER,Female,,,,,,NA,NA,NA,NA,NA
Leora Klapper,The Real Effects of Electronic Wage Payments: Evidence From a Field Experiment in Bangladesh,World Bank,Jan. 6 2018,2:30 PM - 4:30 PM,"Marriott Philadelphia Downtown, Meeting Room 306",Association for Economic and Development Studies on Bangladesh,Development Issues in South Asia,"O1, Q5",NA,NA,Adam Osman,University of Illinois-Urbana-Champaign,Gautam Rao,Harvard University,Cynthia Kinnan,Northwestern University,Paula Lopez,University of Warwick,,,LEORA KLAPPER,Female,,,,,,NA,NA,NA,NA,NA
Leora Klapper,The Limits of Commitment: Who Benefits From Illiquid Savings Products?,World Bank,Jan. 6 2018,2:30 PM - 4:30 PM,"Pennsylvania Convention Center, 109-A",American Economic Association,"Financial Inclusion Through Savings: Commitment Devices, Mobile Money, and the Role of Trust","O1, G2",NA,NA,Jenny Aker,Tufts University,Jessica Goldberg,University of Maryland,Leora Klapper,World Bank,Diego Ubfal,Bocconi University,,,LEORA KLAPPER,Female,,,,,,NA,NA,NA,NA,NA
Lesley J. Turner,Student Loan Nudges: Experimental Evidence on Borrowing and Educational Attainment,University of Maryland,Jan. 5 2018,2:30 PM - 4:30 PM,"Pennsylvania Convention Center, 106-B",Econometric Society,Economics of Education,I21,NA,NA,Stephen B. Billings,University of North Carolina-Charlotte,Judd Benjamin Kessler,University of Pennsylvania,Manuel Bagues,"Aalto University, CEPR and IZA",Sally Hudson,University of Virginia,,,Lesley J. Turner,Female,,,,,,NA,NA,NA,NA,NA
Lesley J. Turner,Where Do Students Go When For-profit Colleges Lose Federal Aid?,University of Maryland and NBER,Jan. 6 2018,10:15 AM - 12:15 PM,"Pennsylvania Convention Center, 109-A",American Economic Association,The Supply Side of Higher Education:  University Choices and the Implications for Students,I2,NA,NA,Mary Ann Bronson,Georgetown University,Michael Dinerstein,University of Chicago,Richard K. Mansfield,University of Colorado,Christopher Neilson,Princeton University,,,Lesley J. Turner,Female,,,,,,NA,NA,NA,NA,NA
Libertad Gonzalez,The Effect of an Income Shock at Birth on Child Health: Evidence from a Child Benefit in Spain,Universitat Pompeu Fabra & Barcelona GSE,Jan. 7 2018,8:00 AM - 10:00 AM,"Pennsylvania Convention Center, 203-B",American Economic Association,Long-term Consequences of Early Life Experiences,I0,NA,NA,,,,,,,,,,,Libertad Gonzalez,Female,,,,,,NA,NA,NA,NA,NA
Lin William Cong,Block Chain Disruption and Smart Contracts,University of Chicago,Jan. 6 2018,2:30 PM - 4:30 PM,"Loews Philadelphia, Lescaze",Association of Financial Economists,FinTech and the New Financial Landscape,"G2, O3",NA,NA,Andreas Park,University of Toronto,Joseph Hughes,Rutgers University,Larry D. Wall,Federal Reserve Bank of Atlanta,,,,,Lin William Cong,Male,,,,,,NA,NA,NA,NA,NA
Lin William Cong,Timing of Auctions of Real Options,University of Chicago,Jan. 7 2018,1:00 PM - 3:00 PM,"Marriott Philadelphia Downtown, Grand Ballroom Salon I",American Economic Association,Auctions Theory and Its Applications,"D4, D8",NA,NA,Donghang Zhang,University of South Carolina,Zhe Wang,Pennsylvania State University,Maryam Saeedi,Carnegie Mellon University,,,,,Lin William Cong,Male,,,,,,NA,NA,NA,NA,NA
Lin William Cong,The Impact of Delay in Going Public: Evidence from China,University of Chicago,Jan. 5 2018,10:15 AM - 12:15 PM,"Loews Philadelphia, Commonwealth Hall B",American Finance Association,Frontiers of Corporate Governance,G3,NA,NA,Mara Faccio,Purdue University,Claire Celerier,University of Toronto,Manju Puri,Duke University,,,,,Lin William Cong,Male,,,,,,NA,NA,NA,NA,NA
Lisa Cook,"Missing Women and African Americans, Innovation, and Economic Growth",Michigan State University,Jan. 6 2018,10:15 AM - 12:15 PM,"Marriott Philadelphia Downtown, Meeting Room 309",National Economic Association,The Life Cycle of Inventors Past and Present,"O3, J6",NA,NA,Jay Bhattacharya,Stanford University and NBER,Kaye Husbands Fealing,Georgia Institute of Technology,Nathan Goldschlag,U.S. Census Bureau,Mikko Packalen,University of Waterloo,,,LISA COOK,Female,,,,,,NA,NA,NA,NA,NA
Lixin Ye,Collusion through Coordination on Announcements,Ohio State University,Jan. 5 2018,2:30 PM - 4:30 PM,"Pennsylvania Convention Center, 203-A",Industrial Organization Society,Horizontal Practices: New Analysis of Collusion and Market Structure,"L1, L4",NA,NA,Paulo J. Somaini,Stanford University,Mark Satterthwaite,Northwestern University,Eugenio J. Miravete,University of Texas-Austin,Guofu Tan,University of Southern California,,,LIXIN YE,Male,,,,,,NA,NA,NA,NA,NA
Logan Lewis,Structural Change and Global Trade,Federal Reserve Board,Jan. 7 2018,8:00 AM - 10:00 AM,"Pennsylvania Convention Center, 111-A",American Economic Association,Topics in International Trade,F4,NA,NA,,,,,,,,,,,Logan Lewis,Male,,,,,,NA,NA,NA,NA,NA
Lorenz Kueng,Explaining Consumption Excess Sensitivity With Near-rationality: Evidence From Large Predetermined Payments,Northwestern University,Jan. 7 2018,1:00 PM - 3:00 PM,"Pennsylvania Convention Center, 109-A",American Economic Association,The Impact of Unconditional Cash Transfers in the United States,"H2, I3",NA,NA,Hilary Hoynes,University of California-Berkeley,Daniel Sacks,Indiana University,Chloe East,University of Colorado-Denver,Michael Gelman,Claremont McKenna College,,,Lorenz Kueng,Male,,,,,,NA,NA,NA,NA,NA
Lorenz Kueng,Shopping for Lower Sales Tax Rates,Northwestern University,Jan. 7 2018,10:15 AM - 12:15 PM,"Pennsylvania Convention Center, 204-B",American Economic Association,Shopping in Macroeconomics,"E2, E3",NA,NA,Michael Weber,University of Chicago,Dirk Krueger,University of Pennsylvania,Raphael Schoenle,Brandeis University,Jessie Handbury,University of Pennsylvania,,,Lorenz Kueng,Male,,,,,,NA,NA,NA,NA,NA
Lorenzo Caliendo,Distortions and the Structure of the World Economy,Yale University,Jan. 7 2018,10:15 AM - 12:15 PM,"Marriott Philadelphia Downtown, Grand Ballroom Salon B",American Economic Association,Production Networks,E0,NA,NA,,,,,,,,,,,Lorenzo Caliendo,Male,,,,,,NA,NA,NA,NA,NA
Lu Han,Do Financial Constraints Cool a Housing Boom? Theory and Evidence From a Macroprudential Policy on Million Dollar Homes,University of Toronto,Jan. 6 2018,2:30 PM - 4:30 PM,"Loews Philadelphia, Washington C",American Real Estate and Urban Economics Association,Mortgages II,"G2, R3",NA,NA,Craig Furfine,Northwestern University,Rodney Ramcharan,University of Southern California,Franco Zecchetto,Technological Autonomous University of Mexico (ITAM),Anthony DeFusco,Northwestern University,,,LU HAN,Female,,,,,,NA,NA,NA,NA,NA
Lubos Pastor,Political Cycles and Stock Returns,University of Chicago,Jan. 7 2018,1:00 PM - 3:00 PM,"Loews Philadelphia, Commonwealth Hall A2",American Finance Association,"Politics, Policy and Asset Prices",G1,NA,NA,Anna Pavlova,London Business School,Christian Lundblad,University of North Carolina,Russ Wermers,University of Maryland,Laura Veldkamp,New York University,,,LUBOS PASTOR,Male,,,,,,NA,NA,NA,NA,NA
Luc Arrondel,Informative Social Interactions,Paris School of Economics,Jan. 5 2018,8:00 AM - 10:00 AM,"Marriott Philadelphia Downtown, Grand Ballroom Salon L",American Economic Association,"Subjective Expectations, Belief Formation, and Economic Behavior","D8, E2",NA,NA,Wilbert van der Klaauw,Federal Reserve Bank of New York,Giorgio Topa,Federal Reserve Bank of New York,Christopher Carroll,Johns Hopkins University,Yuriy Gorodnichenko,University of California-Berkeley,,,Luc Arrondel,Male,,,,,,NA,NA,NA,NA,NA
Lucia Corno,"Age of Marriage, Weather Shocks, and the Direction of Marriage Payments",Cattolica University,Jan. 5 2018,8:00 AM - 10:00 AM,"Pennsylvania Convention Center, 102-A",Econometric Society,Marriage Markets in Developing Countries,A1,NA,NA,Seema Jayachandran,Northwestern University,Lucia Corno,Catolica University,Siwan Anderson,University of British Columbia,Erica Field,Duke University,,,Lucia Corno,Female,,,,,,NA,NA,NA,NA,NA
Lucia Foster,Firm Expectations: Measuring Subjective Uncertainty,U.S. Census Bureau,Jan. 6 2018,12:30 PM - 2:15 PM,"Loews Philadelphia, Washington C",Society for Economic Dynamics,New Approaches in Measuring Uncertainty,"D2, G1",NA,NA,,,,,,,,,,,LUCIA FOSTER,Female,,,,,,NA,NA,NA,NA,NA
Lucio Sarno,Business Cycles and Currency Returns,City University London,Jan. 6 2018,10:15 AM - 12:15 PM,"Loews Philadelphia, Regency Ballroom C1",American Finance Association,Exchange Rates and International Capital Market,G1,NA,NA,Matteo Maggiori,Harvard University,Riccardo Colacito,University of North Carolina-Chapel Hill,Edith Liu,Federal Reserve Board,Nikolai Roussanov,University of Pennsylvania,,,Lucio Sarno,Male,,,,,,NA,NA,NA,NA,NA
Ludwig Straub,The Intertemporal Keynesian Cross,Massachusetts Institute of Technology,Jan. 5 2018,8:00 AM - 10:00 AM,"Marriott Philadelphia Downtown, Grand Ballroom Salon C",American Economic Association,Fiscal Policy,"E3, F3",NA,NA,Sushant Acharya,Federal Reserve Bank of New York,David Evans,University of Oregon,Kyle Herkenhoff,University of Minnesota,Jesus Fernandez-Villaverde,University of Pennsylvania,,,Ludwig Straub,Male,,,,,,NA,NA,NA,NA,NA
Luigi Bocola,Tempered and Conditionally-Optimal Particle Filtering,Northwestern University,Jan. 6 2018,2:30 PM - 4:30 PM,"Marriott Philadelphia Downtown, Independence Ballroom II",Econometric Society,Recent Developments in Applied Macro-econometrics,A1,NA,NA,,,,,,,,,,,Luigi Bocola,Male,,,,,,NA,NA,NA,NA,NA
Luigi Bocola,Financial Crises and Lending of Last Resort in Open Economies,Northwestern University,Jan. 5 2018,8:00 AM - 10:00 AM,"Marriott Philadelphia Downtown, Grand Ballroom Salon B",American Economic Association,International Financial Architecture,"F3, E4",NA,NA,Enrique G. Mendoza,University of Pennsylvania,Yuliy Sannikov,Stanford University,Markus K. Brunnermeier,Princeton University,,,,,Luigi Bocola,Male,,,,,,NA,NA,NA,NA,NA
Luigi Bocola,Foreign Reserve Management,Northwestern University,Jan. 7 2018,10:15 AM - 12:15 PM,"Marriott Philadelphia Downtown, Meeting Room 406",Econometric Society,Advances in International Economics,A1,NA,NA,Adrien Verdelhan,Massachusetts Institute of Technology,Thomas Philippon,New York University,Guido Lorenzoni,Northwestern University,Tarek A. Hassan,"Boston University, NBER and CEPR",,,Luigi Bocola,Male,,,,,,NA,NA,NA,NA,NA
Luigi Guiso,Origins of Wealth Inequality,Einaudi Institute for Economics and Finance,Jan. 6 2018,2:30 PM - 4:30 PM,"Marriott Philadelphia Downtown, Liberty Ballroom Salon A",American Economic Association,Advances in Big Data Research in Economics,"J0, E2",NA,NA,,,,,,,,,,,LUIGI GUISO,Male,,,,,,NA,NA,NA,NA,NA
Luigi Iovino,The Ramsey Problem with Informationally-sticky Nominal Wages,Bocconi University,Jan. 5 2018,2:30 PM - 4:30 PM,"Pennsylvania Convention Center, 102-A",Econometric Society,Macroeconomics Subject to Informational Frictions,A1,NA,NA,,,,,,,,,,,Luigi Iovino,Male,,,,,,NA,NA,NA,NA,NA
Luigi Pistaferri,Origins of Wealth Inequality,Stanford University,Jan. 6 2018,2:30 PM - 4:30 PM,"Marriott Philadelphia Downtown, Liberty Ballroom Salon A",American Economic Association,Advances in Big Data Research in Economics,"J0, E2",NA,NA,,,,,,,,,,,LUIGI PISTAFERRI,Male,,,,,,NA,NA,NA,NA,NA
Luigi Zingales,Political Determinants of Competition in the Mobile Telecommunication Industry,University of Chicago,Jan. 6 2018,8:00 AM - 10:00 AM,"Loews Philadelphia, Commonwealth Hall C",American Finance Association,Political Connections and the Economy,G3,NA,NA,Dean Lueck,Indiana University,Anthony DeFusco,Northwestern University,Shane Greenstein,Harvard Business School,,,,,LUIGI ZINGALES,Male,,,,,,NA,NA,NA,NA,NA
Luisa Carpinelli,Looking Into the Black Box: The Causal Impact of NPLs on Credit Supply,Bank of Italy,Jan. 5 2018,2:30 PM - 4:30 PM,"Marriott Philadelphia Downtown, Grand Ballroom Salon A",American Economic Association,"Non-Performing Loans: Causes, Effects and Remedies","G2, G3",NA,NA,,,,,,,,,,,Luisa Carpinelli,Female,,,,,,NA,NA,NA,NA,NA
Lukas Schmid,Levered Ideas: Risk Premia Along the Credit Cycle,Duke University,Jan. 5 2018,2:30 PM - 4:30 PM,"Loews Philadelphia, Regency Ballroom C1",American Finance Association,Macro Finance,G0,NA,NA,Benjamin Hebert,Stanford University,Simon Gilchrist,Boston University,Dimitris Papanikolaou,Northwestern University,Jack Favilukis,University of British Columbia,,,Lukas Schmid,Male,NBER Lukas Schmid,,,,,NA,NA,NA,NA,NA
Lutz Kilian,Did the Renewable Fuel Standard Shift Market Expectations of the Price of Ethanol?,University of Michigan,Jan. 6 2018,10:15 AM - 12:15 PM,"Marriott Philadelphia Downtown, Independence Ballroom II",Association of Environmental and Resource Economists,Economics of Oil and Gas Markets,Q4,NA,NA,Maximilian Auffhammer,University of California-Berkeley,James Stock,Harvard University,Ashley Vissing,University of Chicago,Reid Stevens,Texas A&M University,,,LUTZ KILIAN,Male,,,,,,NA,NA,NA,NA,NA
Maggie R. Jones,Self-employment Duration of Opportunity and Necessity Entrepreneurs: A Closer Look at Female-male Differences,U.S. Census Bureau,Jan. 6 2018,10:15 AM - 12:15 PM,"Pennsylvania Convention Center, 106-A",Society of Government Economists,Job Flows,J0,NA,NA,Jamin Speer,University of Memphis,Marinos Tsigas,U.S. International Trade Commission,Sabrina Wulff Pabilonia,U.S. Bureau of Labor Statistics,Ryan Decker,Federal Reserve Board,,,Maggie R. Jones,Female,Maggie Jones,,,,,NA,NA,NA,NA,NA
Makoto Nirei,Supply Chain Disruptions: Evidence From the Great East Japan Earthquake,Ministry of Finance-Japan,Jan. 7 2018,10:15 AM - 12:15 PM,"Marriott Philadelphia Downtown, Grand Ballroom Salon B",American Economic Association,Production Networks,E0,NA,NA,,,,,,,,,,,Makoto Nirei,Male,,,,,,NA,NA,NA,NA,NA
Manita Singh,Sharing R&D Risk in Healthcare Via FDA Hedges,Goldman Sachs,Jan. 6 2018,8:00 AM - 10:00 AM,"Loews Philadelphia, Commonwealth Hall A2",American Finance Association,Risk Management,G3,NA,NA,Alex Edmans,London Business School,Olivier Dessaint,University of Toronto,Martin Oehmke,London School of Economics,Claudia Custodio,Imperial College London,,,Manita Singh,Female,,,,,,NA,NA,NA,NA,NA
Manju Puri,On Deposit Stability in Failing Banks,Duke University,Jan. 6 2018,2:30 PM - 4:30 PM,"Loews Philadelphia, Commonwealth Hall B",American Finance Association,Bank Deposits,G2,NA,NA,Philip Strahan,Boston College,Philipp Schnabl,New York University,Taylor Begley,Washington University-St. Louis,Erik Gilje,University of Pennsylvania,,,MANJU PURI,Female,,,,,,NA,NA,NA,NA,NA
Manoj Mohanan,Showmanship: The Relationship Between Health Care Provider Generosity and Provider Effort,Duke University,Jan. 7 2018,8:00 AM - 10:00 AM,"Marriott Philadelphia Downtown, Meeting Room 403",International Health Economics Association,Pay for Performance in Health Care: International Evidence,I0,NA,NA,Karen Eggleston,Stanford University,Aditi Sen,Johns Hopkins University,James Rebitzer,Boston University,Adam Wagstaff,World Bank,,,MANOJ MOHANAN,Male,,,,,,NA,NA,NA,NA,NA
Manpreet Singh,"Health Care Costs, Worker Mobility and Firm Leverage: Evidence from State Health Mandates",Georgia Institute of Technology,Jan. 5 2018,7:30 AM - 6:00 PM,"Loews Philadelphia, Commonwealth Pre-function",American Finance Association,AFA Ph.D. Student Poster Session,G0,NA,NA,,,,,,,,,,,Manpreet Singh,Male,,,,,,NA,NA,NA,NA,NA
Manuel Amador,Foreign Reserve Management,University of Minnesota and Federal Reserve Bank of Minneapolis,Jan. 7 2018,10:15 AM - 12:15 PM,"Marriott Philadelphia Downtown, Meeting Room 406",Econometric Society,Advances in International Economics,A1,NA,NA,Adrien Verdelhan,Massachusetts Institute of Technology,Thomas Philippon,New York University,Guido Lorenzoni,Northwestern University,Tarek A. Hassan,"Boston University, NBER and CEPR",,,MANUEL AMADOR,Male,9.00 AMMANUEL AMADOR,,,,,NA,NA,NA,NA,NA
Mar Reguant,Measuring Leakage Risk,Northwestern University,Jan. 5 2018,8:00 AM - 10:00 AM,"Marriott Philadelphia Downtown, Grand Ballroom Salon E",American Economic Association,Climate Policy and Trade,F1,NA,NA,Matilde Bombardini,University of British Columbia,Teresa Fort,Dartmouth College,Thibault Fally,University of California-Berkeley,,,,,Mar Reguant,Female,,,,,,NA,NA,NA,NA,NA
Mara Faccio,Political Determinants of Competition in the Mobile Telecommunication Industry,Purdue University,Jan. 6 2018,8:00 AM - 10:00 AM,"Loews Philadelphia, Commonwealth Hall C",American Finance Association,Political Connections and the Economy,G3,NA,NA,Dean Lueck,Indiana University,Anthony DeFusco,Northwestern University,Shane Greenstein,Harvard Business School,,,,,Mara Faccio,Female,,,,,,NA,NA,NA,NA,NA
Marc Arnold,Illuminating the Dark Side of Financial Innovation: The Role of Investor Information,University of St. Gallen,Jan. 5 2018,7:30 AM - 6:00 PM,"Loews Philadelphia, Commonwealth Pre-function",American Finance Association,AFA Ph.D. Student Poster Session,G0,NA,NA,,,,,,,,,,,Marc Arnold,Male,,,,,,NA,NA,NA,NA,NA
Marcel Timmer,Using Online Prices for Measuring Real Consumption Across Countries,University of Groningen,Jan. 5 2018,2:30 PM - 4:30 PM,"Marriott Philadelphia Downtown, Grand Ballroom Salon E",American Economic Association,New Measures of the Economy,"O0, I3",NA,NA,Hal Varian,Google and University of California-Berkeley,Betsey Stevenson,University of Michigan,Charles Hulten,University of Maryland-College Park,Dennis Fixler,U.S. Bureau of Economic Analysis,,,MARCEL TIMMER,Male,,,,,,NA,NA,NA,NA,NA
Marcelo Ochoa,Funding Liquidity Risk and the Cross-section of MBS Returns,Federal Reserve Board,Jan. 6 2018,10:15 AM - 12:15 PM,"Loews Philadelphia, Commonwealth Hall B",American Finance Association,Liquidity: Empirical Perspectives,G1,NA,NA,Robin Greenwood,Harvard Business School,Adi Sunderam,Harvard University,David Lando,Copenhagen Business School,Dmitry Livdan,University of California-Berkeley,,,Marcelo Ochoa,Male,,,,,,NA,NA,NA,NA,NA
Marcin Kacperczyk,Market Power and Price Informativeness,Imperial College London,Jan. 6 2018,2:30 PM - 4:30 PM,"Marriott Philadelphia Downtown, Meeting Room 414",Econometric Society,Market Microstructure,A1,NA,NA,Snehal Banerjee,University of California-San Diego,Alexi Savov,New York University,Juan Ortner,Boston University,Marco Di Maggio,Harvard Business School & NBER,,,Marcin Kacperczyk,Male,,,,,,NA,NA,NA,NA,NA
Marcus Casey,"Local Violence, Academic Performance, and School Accountability",University of Illinois-Chicago,Jan. 5 2018,8:00 AM - 10:00 AM,"Marriott Philadelphia Downtown, Meeting Room 309",National Economic Association,"Crime, Education, and Racial Disparities","I2, K4",NA,NA,Alberto Ortega,Whitman College,Luisa Blanco,Pepperdine University,Bradley L. Hardy,American University,Patrick Mason,Florida State University,,,MARCUS CASEY,Male,,,,,,NA,NA,NA,NA,NA
Marcus Hagedorn,Monetary Policy in Incomplete Market Models: Theory and Evidence,University of Oslo,Jan. 6 2018,10:15 AM - 12:15 PM,"Pennsylvania Convention Center, 112-A",Chinese Economic Association in North America,Macroeconomics I,E0,NA,NA,Xuan Song Tam,City University of Hong Kong,Shane Hsuan-Li Su,National Taiwan University,Wan-Jung Cheng,Academia Sinica,Charles Ka Yui Leung,City University of Hong Kong,,,MARCUS HAGEDORN,Male,,,,,,NA,NA,NA,NA,NA
Marcus Hagedorn,The Fiscal Multiplier,University of Oslo,Jan. 5 2018,8:00 AM - 10:00 AM,"Marriott Philadelphia Downtown, Meeting Room 410",Econometric Society,Heterogeneous Agents and Macro,A1,NA,NA,,,,,,,,,,,MARCUS HAGEDORN,Male,,,,,,NA,NA,NA,NA,NA
Marcus Opp,Only Time Will Tell: A Theory of Deferred Compensation,Stockholm School of Economics,Jan. 7 2018,1:00 PM - 3:00 PM,"Loews Philadelphia, Regency Ballroom C1",American Finance Association,Contracts and Incentives,G3,NA,NA,Felipe Varas,Duke University,Michael Powell,Northwestern University,Hongda Zhong,London School of Economics,,,,,Marcus Opp,Male,,,,,,NA,NA,NA,NA,NA
