author,paper_title,author_affiliation,date,time,location,association,session_title,session_jel_code,session_chair,session_chair_affiliation,discussant_1,discussant_1_affiliation,discussant_2,discussant_2_affiliation,discussant_3,discussant_3_affiliation,discussant_4,discussant_4_affiliation,discussant_5,discussant_5_affiliation,author.y,gender,alternative_1,alternative_2,alternative_3,alternative_4,alternative_5,X,X.1,X.2,X.3,X.4
John Van Reenen,Integration and Delegation: Theory and Evidence,"London School of Economics, Centre for Economic Performance, NBER and CEPR",Jan 04 2015,2:30 PM,"Hynes Convention Center, Room 208",American Economic Association,"Integration and Management: Theory and Evidence from Around the World (D2, L2)",,John Van Reenen,"London School of Economics, Centre for Economic Performance, NBER and CEPR",,,,,,,,,,,JOHN VAN REENEN,Male,,,,,,NA,NA,NA,NA,NA
John Van Reenen,Never Waste a Good Crisis? Growth and Decentralization in the Great Recession,London School of Economics,Jan 05 2015,1:00 PM,"Sheraton Boston, Constitution Ballroom B",American Economic Association,"Organization, Management and Economic Growth (J1, L1)",,Rebecca Henderson,Harvard Business School,,,,,,,,,,,JOHN VAN REENEN,Male,,,,,,NA,NA,NA,NA,NA
John Van Reenen,Management Practices and International Trade: Firm-Level Evidence from China,London School of Economics,Jan 03 2015,10:15 AM,"Hynes Convention Center, Room 208",American Economic Association,"Growth and Trade (F1, O1)",,Stephen Redding,Princeton University,,,,,,,,,,,JOHN VAN REENEN,Male,,,,,,NA,NA,NA,NA,NA
John Van Reenen,Management as a Technology,London School of Economics,Jan 05 2015,10:15 AM,"Hynes Convention Center, Room 207",American Economic Association,"Macroeconomics with Rich Microdata: Implications for Policy (E2, O1)",,John Haltiwanger,University of Maryland,,,,,,,,,,,JOHN VAN REENEN,Male,,,,,,NA,NA,NA,NA,NA
John Warner,"Walter Oi and His Contributions to the All-Volunteer Force: Theory, Evidence, Persuasion",Lewin Group,Jan 03 2015,2:30 PM,"Hynes Convention Center, Room 206",American Economic Association,"Contributions of Economists to Public Policy: A Session in Honor of Walter Oi (J1, A1)",,Martin Feldstein,Harvard University and NBER,David Chu,Institute for Defense Analyses,Linda Cavalluzzo,CNA Corporation,Chris Jehn,CNA Corporation and Institute for Defense Analyses,Finis Welch,Texas A&M University,,,JOHN WARNER,Male,,,,,,NA,NA,NA,NA,NA
Jon Kleinberg,Policy-Making: Causality and Prediction,Cornell University,Jan 04 2015,10:15 AM,"Hynes Convention Center, Room 201",American Economic Association,"Machine Learning Methods in Economics and Econometrics (C1, C8)",,Guido W. Imbens,Stanford University,Matt Taddy,University of Chicago,,,,,,,,,Jon Kleinberg,Male,,,,,,NA,NA,NA,NA,NA
Jon Steinsson,High Frequency Identification of Monetary Non-Neutrality,Columbia University,Jan 03 2015,10:15 AM,"Westin Copley, Essex South",American Finance Association,Monetary Policy and Financial Markets,G2,Arvind Krishnamurthy,Stanford University,Eric Swanson,Federal Reserve Bank of San Francisco and University of California-Irvine,Stefan Nagel,University of Michigan,Yuriy Gorodnichenko,University of California-Berkeley,Anh Le,University of North Carolina,,,JON STEINSSON,Male,,,,,,NA,NA,NA,NA,NA
Jon Steinsson,Growth-Rate and Uncertainty Shocks in Consumption: Cross-Country Evidence,Columbia University,Jan 04 2015,10:15 AM,"Hynes Convention Center, Room 207",American Economic Association,"Shocks and Disasters (E2, G1)",,Steven J. Davis,University of Chicago,,,,,,,,,,,JON STEINSSON,Male,,,,,,NA,NA,NA,NA,NA
Jonathan A. Parker,Accelerator or Brake? Microeconomic Estimates of the 'Cash for Clunkers' and Aggregate Demand,Massachusetts Institute of Technology and NBER,Jan 05 2015,8:00 AM,"Sheraton Boston, Independence Ballroom East",American Economic Association,Autos and the Business Cycle,E2,Karen Pence,Federal Reserve Board,Daniel Sichel,Wellesley College,Robert Barsky,Federal Reserve Bank of Chicago,Meghan Busse,Northwestern University,Gabriel Chodorow-Reich,Harvard University,,,JONATHAN A. PARKER,Male,JONATHAN PARKER,,,,,NA,NA,NA,NA,NA
Jonathan Eaton,International Buyer-Seller Networks with Two-Sided Search,Brown University,Jan 03 2015,10:15 AM,"Hynes Convention Center, Room 206",American Economic Association,"Buyer-Supplier Relationships in International Trade (F1, F6)",,James Tybout,Pennsylvania State University,Costas Arkolakis,Yale University,Bernardo Blum,University of Toronto,Amit Khandelwal,Columbia University,James Rauch,University of California-San Diego,,,JONATHAN EATON,Male,,,,,,NA,NA,NA,NA,NA
Jonathan Gruber,Paying for Quality in Healthcare,Massachusetts Institute of Technology,Jan 03 2015,10:15 AM,"Hynes Convention Center, Room 203",American Economic Association,Efficient Pricing in Health Care Markets,I1,Joseph Doyle,Massachusetts Institute of Technology,Joshua Gottlieb,University of British Columbia,Amitabh Chandra,Harvard University,Douglas Staiger,Dartmouth College,Benjamin Handel,University of California-Berkeley,,,Jonathan Gruber,Male,NBER Jonathan Gruber,,,,,NA,NA,NA,NA,NA
Jonathan Haskel,Private and Public Intangible Capital: Productivity Growth and New Policy Challenges,"Imperial College, CEPR and IZA",Jan 03 2015,10:15 AM,"Boston Marriott Copley, Tufts",Society of Government Economists,"Intangibles and Growth (E2, O4)",,Daniel Sichel,Wellesley College,Lorin Hitt,University of Pennsylvania,Ellen McGrattan,University of Minnesota,Daniel Sichel,Wellesley College,Leonard Nakamura,Federal Reserve Bank of Philadelphia,,,JONATHAN HASKEL,Male,,,,,,NA,NA,NA,NA,NA
Jonathan Meer,A Field Experiment on Directed Giving at a Public University,Texas A&M University and NBER,Jan 03 2015,2:30 PM,"Boston Marriott Copley, Grand Ballroom—Salon I",Association for the Study of Generosity in Economics,"Fundraising Experiments (H4, D6)",,Jeffrey Carpenter,Middlebury College,Peter Hans Matthews,Middlebury College,Catherine C. Eckel,Texas A&M University,Michael Price,Georgia State University,Dean Karlan,Yale University,,,Jonathan Meer,Male,,,,,,NA,NA,NA,NA,NA
Jonathan Meer,It's the Thought That Counts: A Field Experiment on Gift Exchange and Giving at a Public University,Texas A&M University and NBER,Jan 04 2015,2:30 PM,"Hynes Convention Center, Room 201",American Economic Association,"Field Experiments in Charitable Giving (D6, H4)",,Catherine C. Eckel,Texas A&M University,Mario Macis,Johns Hopkins University,Jacob Forrest Williams,Portland State University,James Andreoni,University of California-San Diego and NBER,Ragan Petrie,George Mason University,,,Jonathan Meer,Male,,,,,,NA,NA,NA,NA,NA
Jonathan Robinson,Saving For Agricultural Inputs: Evidence from a Randomized Evaluation in Kenya,University of California-Santa Cruz,Jan 04 2015,2:30 PM,"Sheraton Boston, Boston Common",American Economic Association,Group-Based Savings in Developing Countries,O1,Alfredo Burlando,University of Oregon,Jessica Goldberg,University of Maryland,Christian Ahlin,Michigan State University,Emily Breza,Columbia University,Simone Schaner,Dartmouth College,,,Jonathan Robinson,Male,,,,,,NA,NA,NA,NA,NA
Jonathan W. Williams,Usage-Based Pricing and Demand for Residential Broadband,University of Georgia,Jan 04 2015,10:15 AM,"Sheraton Boston, Clarendon Room",Transportation & Public Utilities Group,"Emerging Issues in Telecommunications (L9, L5)",,Nathan Miller,Georgetown University,Nathan Miller,Georgetown University,Scott Wallsten,Technology Policy Institute,Carolyn Gideon,Tufts University,Scott Savage,University of Colorado,,,Jonathan W. Williams,Male,Jonathan Williams,,,,,NA,NA,NA,NA,NA
Jonathan W. Williams,Off-Label Use of Pharmaceuticals: Trends and Drivers,University of Georgia,Jan 04 2015,2:30 PM,"Sheraton Boston, Berkeley Room",International Health Economics Association,Competition and Regulation in Pharmaceutical Markets,I1,Ernst R. Berndt,Massachusetts Institute of Technology,,,,,,,,,,,Jonathan W. Williams,Male,Jonathan Williams,,,,,NA,NA,NA,NA,NA
Jordan Nickerson,A Structural Estimation of the Cost of Suboptimal Matching in the CEO Labor Market,Boston College,Jan 05 2015,10:15 AM,"Westin Copley, America North",American Finance Association,CEOs,G3,Michael Weisbach,Ohio State University,Yihui Pan,University of Utah,Luke Taylor,University of Pennsylvania,Miriam Schwartz-Ziv,Michigan State University,Itzhak Ben-David,Ohio State University,,,Jordan Nickerson,Male,,,,,,NA,NA,NA,NA,NA
Jordan Rappaport,Monocentric City Redux,Federal Reserve Bank of Kansas City,Jan 05 2015,10:15 AM,"Westin Copley, Defender",American Real Estate & Urban Economic Association,"Density (R1, R4)",,Gerald Carlino,Federal Reserve Bank of Philadelphia,Alex Anas,State University of New York-Buffalo State,Olivier Parent,University of Cincinnati,Nathaniel Baum-Snow,Brown University,Sanghoon Lee,University of British Columbia,,,JORDAN RAPPAPORT,Male,,,,,,NA,NA,NA,NA,NA
Jose Azar,Can Changes in the Cost of Cash Resolve the Corporate Cash Puzzle?,Charles River Associates,Jan 05 2015,8:00 AM,"Westin Copley, Essex North",American Finance Association,Corporate Cash Holdings,G3,Michael Faulkender,University of Maryland,Dalida Kadyrzhanova,University of Maryland,Neng Wang,Columbia University,David Denis,University of Pittsburgh,Sergey Chernenko,Ohio State University,,,Jose Azar,Male,,,,,,NA,NA,NA,NA,NA
Jose Maria Liberti,Uncovering Collateral Constraints,Northwestern University,Jan 05 2015,1:00 PM,"Westin Copley, Essex Center",American Finance Association,"Banking, Regulation, and the Real Economy",G2,Tomasz Piskorski,Columbia University,Tobias Adrian,Federal Reserve Bank of New York,Heitor Almeida,University of Illinois-Urbana-Champaign,Philipp Schnabl,New York University,,,,,JOSE MARIA LIBERTI,Male,JOSE LIBERTI,,,,,NA,NA,NA,NA,NA
Joseph Cullen,Inferring Carbon Abatement Costs in Electricity Markets: A Revealed Preference Approach using the Shale Revolution,Washington University-St. Louis,Jan 05 2015,10:15 AM,"Hynes Convention Center, Room 204",American Economic Association,Environmental Economics,Q1,Katharine Sims,Amherst College,,,,,,,,,,,Joseph Cullen,Male,,,,,,NA,NA,NA,NA,NA
Joseph Doyle,Paying for Quality in Healthcare,Massachusetts Institute of Technology,Jan 03 2015,10:15 AM,"Hynes Convention Center, Room 203",American Economic Association,Efficient Pricing in Health Care Markets,I1,Joseph Doyle,Massachusetts Institute of Technology,Joshua Gottlieb,University of British Columbia,Amitabh Chandra,Harvard University,Douglas Staiger,Dartmouth College,Benjamin Handel,University of California-Berkeley,,,Joseph Doyle,Male,"Joseph Doyle, Sloan School",Joseph J. Doyle,,,,NA,NA,NA,NA,NA
Joseph P. Kaboski,Skill-Biased Structural Change and the Skill-Premium,University of Notre Dame,Jan 05 2015,10:15 AM,"Sheraton Boston, Constitution Ballroom B",American Economic Association,"Economic Growth, Technological Change and Income Inequality",O3,Philippe Aghion,Harvard University,Charles I. Jones,Stanford University,Ufuk Akcigit,University of Pennsylvania,Eduardo Morales,Princeton University,David Dorn,CEMFI,,,Joseph P. Kaboski,Male,JOSEPH KABOSKI,,,,,NA,NA,NA,NA,NA
Joseph P. Kaboski,"Can Self-Help Groups Really Be \Self-Help\""?""",University of Notre Dame,Jan 04 2015,2:30 PM,"Sheraton Boston, Boston Common",American Economic Association,Group-Based Savings in Developing Countries,O1,Alfredo Burlando,University of Oregon,Jessica Goldberg,University of Maryland,Christian Ahlin,Michigan State University,Emily Breza,Columbia University,Simone Schaner,Dartmouth College,,,Joseph P. Kaboski,Male,JOSEPH KABOSKI,,,,,NA,NA,NA,NA,NA
Joseph S. Shapiro,Adapting to Climate Change: The Remarkable Decline in the United States Temperature-Mortality Relationship over the 20th Century,Yale University,Jan 05 2015,10:15 AM,"Sheraton Boston, Independence Ballroom West",American Economic Association,"Advances in Empirical Climate Economics (Q5, O4)",,Solomon Hsiang,University of California-Berkeley,Joshua Graff Zivin,University of California-San Diego,Melissa Dell,Harvard University,Benjamin A. Olken,Massachusetts Institute of Technology,Marshall Burke,University of California-Berkeley,,,Joseph S. Shapiro,Male,,,,,,NA,NA,NA,NA,NA
Joshua Aizenman,The Transmission of Federal Reserve Tapering News to Emerging Financial Markets,University of Southern California and NBER,Jan 04 2015,2:30 PM,"Sheraton Boston, Riverway",American Economic Association,Monetary Policy,E5,Douglas Pearce,North Carolina State University,,,,,,,,,,,JOSHUA AIZENMAN,Male,,,,,,NA,NA,NA,NA,NA
Joshua Angrist,Leveraging Lotteries for School Value-Added: Bias Reduction vs. Efficiency,Massachusetts Institute of Technology,Jan 05 2015,1:00 PM,"Hynes Convention Center, Room 202",American Economic Association,Observational and Quasi-Experimental Methods for Estimating School and Teacher Quality,I2,Douglas Staiger,Dartmouth College,Will Dobbie,Princeton University,Christopher Neilson,Yale University,,,,,,,JOSHUA ANGRIST,Male,,,,,,NA,NA,NA,NA,NA
Joshua Angrist,Leveling Up: Early Results from a Randomized Evaluation of Post-Secondary Aid,Massachusetts Institute of Technology,Jan 04 2015,2:30 PM,"Sheraton Boston, Constitution Ballroom A",American Economic Association,Issues in Higher Education,I2,Amanda Pallais,Harvard University,David Autor,Massachusetts Institute of Technology,Susan Dynarski,University of Michigan,Judith Scott-Clayton,Columbia University,Bridget Terry Long,Harvard University,,,JOSHUA ANGRIST,Male,,,,,,NA,NA,NA,NA,NA
Joshua Coval,Mini West Virginias: Corporations as Government Dependents,Harvard Business School,Jan 04 2015,10:15 AM,"Westin Copley, Essex North",American Finance Association,Finance and Politics,G3,Francesco Trebbi,University of British Columbia,Motohiro Yogo,Federal Reserve Bank of Minneapolis,Jeffry Frieden,Harvard University,Thomas Fujiwara,Princeton University,,,,,JOSHUA COVAL,Male,,,,,,NA,NA,NA,NA,NA
Joshua Goodman,A Few Goodmen: Surname-Sharing Economist Coauthors,Harvard University,Jan 04 2015,8:00 PM,"Sheraton Boston, Republic Ballroom A & B",American Economic Association,7th Annual Economics Humor Session in Honor of Caroline Postelle Clotfelter,Y9,Jodi Beggs,Northeastern University and Economists Do It With Models,,,,,,,,,,,Joshua Goodman,Male,,,,,,NA,NA,NA,NA,NA
Joshua Hausman,What was Bad for GM was Bad for America: The Automobile Industry and the 1937-38 Recession,University of Michigan,Jan 05 2015,8:00 AM,"Sheraton Boston, Independence Ballroom East",American Economic Association,Autos and the Business Cycle,E2,Karen Pence,Federal Reserve Board,Daniel Sichel,Wellesley College,Robert Barsky,Federal Reserve Bank of Chicago,Meghan Busse,Northwestern University,Gabriel Chodorow-Reich,Harvard University,,,Joshua Hausman,Male,,,,,,NA,NA,NA,NA,NA
Joshua Lerner,Standard-Essential Patents,Harvard University,Jan 05 2015,8:00 AM,"Sheraton Boston, Constitution Ballroom B",American Economic Association,"Patent Economics (K2, O3)",,Joshua Lerner,Harvard University,Ufuk Akcigit,University of Pennsylvania,Petra Moser,Stanford University,Pierre Azoulay,Massachusetts Institute of Technology,Louis Kaplow,Harvard University,,,JOSHUA LERNER,Male,,,,,,NA,NA,NA,NA,NA
Joshua Mitchell,A Comparison of Official Poverty Estimates in the Redesigned Current Population Survey Annual Social and Economic Supplement,U.S. Census Bureau,Jan 04 2015,2:30 PM,"Boston Marriott Copley, Tufts",Society of Government Economists,"Improving the Current Population Survey Annual Social and Economic Supplement: Income, Poverty, and Health Insurance (J3, I3)",,David Johnson,U.S. Bureau of Economic Analysis,Christopher Bollinger,University of Kentucky,Jessica Banthin,Congressional Budget Office,,,,,,,Joshua Mitchell,Male,,,,,,NA,NA,NA,NA,NA
Joshua Schwartzstein,Behavioral Hazard in Health Insurance,Dartmouth College,Jan 03 2015,10:15 AM,"Hynes Convention Center, Room 203",American Economic Association,Efficient Pricing in Health Care Markets,I1,Joseph Doyle,Massachusetts Institute of Technology,Joshua Gottlieb,University of British Columbia,Amitabh Chandra,Harvard University,Douglas Staiger,Dartmouth College,Benjamin Handel,University of California-Berkeley,,,Joshua Schwartzstein,Male,,,,,,NA,NA,NA,NA,NA
Juan M. Sanchez,Why Doesn't Technology Flow from Rich to Poor Countries?,Federal Reserve Bank of St. Louis,Jan 03 2015,8:00 AM,"Sheraton Boston, Back Bay Ballroom C",American Economic Association,"Firm Dynamics and Growth (O4, E6)",,Philippe Aghion,Harvard University,Sam Kortum,Yale University,John Haltiwanger,University of Maryland,Joseph P. Kaboski,University of Notre Dame,Rocco MacChiavello,University of Warwick,,,Juan M. Sanchez,Male,,,,,,NA,NA,NA,NA,NA
Julia Thomas,"Entry, Exit and the Shape of Aggregate Fluctuations in a General Equilibrium Model with Capital Heterogeneity",Ohio State University,Jan 04 2015,2:30 PM,"Sheraton Boston, Beacon G",Econometric Society,"Labor Markets in the Great Recession (E3, J2)",,Patrick Kehoe,University of Minnesota,,,,,,,,,,,JULIA THOMAS,Female,,,,,,NA,NA,NA,NA,NA
Julian Caballero,Bank Linkages and International Trade,Inter-American Development Bank,Jan 05 2015,1:00 PM,"Hynes Convention Center, Room 207",American Economic Association,"Banks in International Trade (F3, F1)",,Tim Schmidt-Eisenlohr,University of Illinois-Urbana-Champaign,Kalina Manova,Stanford University,Pol Antras,Harvard University,Luc Laeven,International Monetary Fund,Tim Schmidt-Eisenlohr,University of Illinois-Urbana-Champaign,,,Julian Caballero,Male,,,,,,NA,NA,NA,NA,NA
Julien Sauvagnat,Input Specificity and the Propagation of Idiosyncratic Shocks in Production Networks,Toulouse School of Economics,Jan 04 2015,8:00 AM,"Westin Copley, America South",American Finance Association,New Approaches to Finance,G1,Xavier Gabaix,New York University,Ralph Koijen,London Business School,Haoxiang Zhu,Massachusetts Institute of Technology,Lauren Cohen,Harvard Business School,Marianne Andries,Toulouse School of Economics,,,Julien Sauvagnat,Male,,,,,,NA,NA,NA,NA,NA
Jun Li,"Short-Run and Long-Run Consumption Risks, Dividend Processes and Asset Returns",University of Texas-Dallas,Jan 05 2015,1:00 PM,"Sheraton Boston, Beacon G",Econometric Society,Empirical Asset Pricing: Long Run Risk and Funding Risk,G1,Pietro Veronesi,University of Chicago,Stefano Giglio,University of Chicago,Amir Yaron,University of Pennsylvania,Pierluigi Balduzzi,Boston College,Jean-Sebastien Fontaine,Bank of Canada,,,Jun Li,Unknown,,,,,,NA,NA,NA,NA,NA
Jun Pan,Early Peek Advantage?,Massachusetts Institute of Technology,Jan 04 2015,2:30 PM,"Westin Copley, America North",American Finance Association,High Frequency Trading,G1,Yacine Ait-Sahalia,Princeton University,Jonathan Brogaard,University of Washington,Mehmet Saglam,University of Cincinnati,Albert Menkveld,VU University Amsterdam,Ioanid Rosu,HEC Paris,,,JUN PAN,Female,,,,,,NA,NA,NA,NA,NA
Jun Yang,Are They Different? CEOs Made in CEO Factories,Indiana University,Jan 05 2015,10:15 AM,"Westin Copley, America North",American Finance Association,CEOs,G3,Michael Weisbach,Ohio State University,Yihui Pan,University of Utah,Luke Taylor,University of Pennsylvania,Miriam Schwartz-Ziv,Michigan State University,Itzhak Ben-David,Ohio State University,,,Jun Yang,Female,,,,,,NA,NA,NA,NA,NA
Junfu Zhang,Understanding Floor-Area-Ratio Restrictions on Urban Land Development in China,Clark University,Jan 03 2015,12:30 PM,"Boston Marriott Copley, Wellesley",Chinese Economists Society,Research on Urbanization in China,R1,Junfu Zhang,Clark University,Adam Storeygard,Tufts University,Bo Zhao,Federal Reserve Bank of Boston,Shihe Fu,Southwestern University of Finance and Economics,Yuming Fu,National University of Singapore,,,JUNFU ZHANG,Male,,,,,,NA,NA,NA,NA,NA
Jungjae Park,Why Do Emerging Economies Borrow in Foreign Currency?,National University of Singapore,Jan 05 2015,8:00 AM,"Hynes Convention Center, Room 209",American Economic Association,Emerging Markets,F3,Niloufer Sohrabji,Simmons College,,,,,,,,,,,Jungjae Park,Male,,,,,,NA,NA,NA,NA,NA
Justin Rao,Do-Not-Track and the Economics of Third-Party Advertising,Microsoft Research,Jan 04 2015,8:00 AM,"Hynes Convention Center, Room 206",American Economic Association,"Electronic Commerce and Big Data (L8, M2)",,Justin Rao,Microsoft Research,David Reiley,"Google, Inc",Michael Ostrovsky,Stanford University,Steven Tadelis,University of California-Berkeley and eBay Research Labs,Denis Nekipelov,University of California-Berkeley,,,Justin Rao,Male,,,,,,NA,NA,NA,NA,NA
Justin Sandefur,Learning from Experiments when Context Matters,Center for Global Development,Jan 03 2015,8:00 AM,"Sheraton Boston, Constitution Ballroom A",American Economic Association,"External Validity of Field Experiments (B4, O1)",,John List,University of Chicago,Rachel Glennerster,Massachusetts Institute of Technology and Poverty Action Lab,Edward Miguel,University of California-Berkeley,David McKenzie,World Bank,Rema Hanna,Harvard University,,,Justin Sandefur,Male,,,,,,NA,NA,NA,NA,NA
Kai Li,Production-Based Term Structure of Equity Returns,Hong Kong University of Science and Technology,Jan 05 2015,1:00 PM,"Westin Copley, America South",American Finance Association,"Production, Financial Capital, and Labor",G1,Andrea Eisfeldt,University of California-Los Angeles,Andres Donangelo,University of Texas-Austin,Dimitris Papanikolaou,Northwestern University,Adlai Fisher,University of British Columbia,Nicolae Garleanu,University of California-Berkeley,,,Kai Li,Male,,,,,,NA,NA,NA,NA,NA
Kaiji Chen,Investment-Specific Technology Changes: The Source of Anticipated TFP Fluctuations,Emory University,Jan 03 2015,2:30 PM,"Sheraton Boston, Beacon H",Econometric Society,Business Cycles,E1,Xavier Gabaix,New York University,,,,,,,,,,,Kaiji Chen,Male,,,,,,NA,NA,NA,NA,NA
Kalina Manova,The Global Production Line Position of Chinese Firms,Stanford University,Jan 03 2015,8:00 AM,"Hynes Convention Center, Room 206",American Economic Association,"International Trade with Global Value Chains (F1, F2)",,Davin Chor,National University of Singapore,Stephen Redding,Princeton University,Peter Schott,Yale University,Lorenzo Caliendo,Yale University,Ralph Ossa,University of Chicago,,,Kalina Manova,Female,,,,,,NA,NA,NA,NA,NA
Kalina Manova,Management Practices and International Trade: Firm-Level Evidence from China,Stanford University,Jan 03 2015,10:15 AM,"Hynes Convention Center, Room 208",American Economic Association,"Growth and Trade (F1, O1)",,Stephen Redding,Princeton University,,,,,,,,,,,Kalina Manova,Female,,,,,,NA,NA,NA,NA,NA
Kamil Yilmaz,Estimating Global Bank Network Connectedness,Koc University,Jan 04 2015,2:30 PM,"Sheraton Boston, Beacon D",Econometric Society,Financial Econometrics,C5,Eric Renault,Brown University,,,,,,,,,,,Kamil Yilmaz,Male,,,,,,NA,NA,NA,NA,NA
Karen Clay,Adapting to Climate Change: The Remarkable Decline in the United States Temperature-Mortality Relationship over the 20th Century,Carnegie Mellon University,Jan 05 2015,10:15 AM,"Sheraton Boston, Independence Ballroom West",American Economic Association,"Advances in Empirical Climate Economics (Q5, O4)",,Solomon Hsiang,University of California-Berkeley,Joshua Graff Zivin,University of California-San Diego,Melissa Dell,Harvard University,Benjamin A. Olken,Massachusetts Institute of Technology,Marshall Burke,University of California-Berkeley,,,KAREN CLAY,Female,,,,,,NA,NA,NA,NA,NA
Karen Clay,Resource Curses: Evidence from the United States 1880-2012,Carnegie Mellon University,Jan 04 2015,8:00 AM,"Sheraton Boston, Hampton Room",Association of Environmental & Resource Economists,"Natural Resources: Economic Impacts and Valuation (Q5, Q2)",,Michael Hanemann,Arizona State University,Michael Hanemann,Arizona State University,Paul Rhode,University of Michigan,Katharine Sims,Amherst College,Marshall Burke,University of California-Berkeley,,,KAREN CLAY,Female,,,,,,NA,NA,NA,NA,NA
Karen Helene Ulltveit-Moe,Two-sided Heterogeneity and Trade,University of Oslo,Jan 03 2015,10:15 AM,"Hynes Convention Center, Room 206",American Economic Association,"Buyer-Supplier Relationships in International Trade (F1, F6)",,James Tybout,Pennsylvania State University,Costas Arkolakis,Yale University,Bernardo Blum,University of Toronto,Amit Khandelwal,Columbia University,James Rauch,University of California-San Diego,,,Karen Helene Ulltveit-Moe,Female,,,,,,NA,NA,NA,NA,NA
Karen Palmer,Limited Attention and the Residential Energy Efficiency Gap,Resources for the Future,Jan 03 2015,2:30 PM,"Sheraton Boston, Public Garden",American Economic Association,"Explaining the Energy Paradox (D1, L2)",,Robert N. Stavins,Harvard University,Kenneth Gillingham,Yale University,Erich Muehlegger,Harvard University,,,,,,,KAREN PALMER,Female,,,,,,NA,NA,NA,NA,NA
Karen Palmer,Does Information Provision Shrink the Energy Efficiency Gap? A Cross-­City Comparison of Energy Benchmarking and Disclosure Laws,Resources for the Future,Jan 03 2015,10:15 AM,"Sheraton Boston, Hampton Room",Association of Environmental & Resource Economists,"Energy: Renewables, Electricity Usage and the Energy Efficiency Gap (Q4, L9)",,Kenneth Gillingham,Yale University,Kenneth Gillingham,Yale University,Koichiro Ito,Boston University,Nils Kok,Maastricht University,Dmitry Taubinsky,Harvard University,,,KAREN PALMER,Female,,,,,,NA,NA,NA,NA,NA
Karen Rolf,"Lead Exposure, Socioeconomic Status, and the Propagation of Cognitive Disparities",University of Nebraska-Omaha,Jan 03 2015,10:15 AM,"Sheraton Boston, Boston Common",Economic History Association,Urban Issues in Historical Perspective,N9,Carola Frydman,Boston University,Richard Hornbeck,Harvard University,Douglas Almond,Columbia University,Edson Severnini,Carnegie Mellon University,,,,,KAREN ROLF,Female,,,,,,NA,NA,NA,NA,NA
Karthik Krishnan,Risky Lending: Does Bank Corporate Governance Matter?,Northeastern University,Jan 05 2015,8:00 AM,"Westin Copley, America Center",American Finance Association,"Governance, Compensation and Bank Risk-Taking",G2,Steven Ongena,Tilburg University and University of Zurich,Renee Adams,University of New South Wales and ECGI,Fabio Braggion,Tilburg University,Rüdiger Fahlenbrach,Ecole Polytechnique Federale de Lausanne and Swiss Finance Institute,Jose Maria Liberti,Northwestern University and Tilburg University,,,Karthik Krishnan,Male,,,,,,NA,NA,NA,NA,NA
Karthik Muralidharan,Cycling to School: Increasing Secondary School Enrollment for Girls in India,University of California-San Diego,Jan 03 2015,2:30 PM,"Sheraton Boston, Beacon F",Econometric Society,Schooling Decisions: Intended and Unintended Consequences of Public Policies,O1,Nishith Prakash,University of Connecticut,,,,,,,,,,,KARTHIK MURALIDHARAN,Male,,,,,,NA,NA,NA,NA,NA
Kasey Buckles,"Fighting AIDS, Changing Teen Pregnancy? The Incidental Fertility Effects of School Condom Distribution Programs",University of Notre Dame,Jan 03 2015,2:30 PM,"Boston Marriott Copley, Massachusetts",Association of Christian Economists,Economics of the Family: Contemporary Issues and Empirical Challenges,D1,Catherine R. Pakaluk,Ave Maria University,,,,,,,,,,,KASEY BUCKLES,Female,,,,,,NA,NA,NA,NA,NA
Katherine Baicker,Behavioral Hazard in Health Insurance,Harvard University,Jan 03 2015,10:15 AM,"Hynes Convention Center, Room 203",American Economic Association,Efficient Pricing in Health Care Markets,I1,Joseph Doyle,Massachusetts Institute of Technology,Joshua Gottlieb,University of British Columbia,Amitabh Chandra,Harvard University,Douglas Staiger,Dartmouth College,Benjamin Handel,University of California-Berkeley,,,KATHERINE BAICKER,Female,,,,,,NA,NA,NA,NA,NA
Katherine Baicker,The Spillover Effects of Managed Care,Harvard University,Jan 04 2015,2:30 PM,"Boston Marriott Copley, Maine",National Tax Association,"Health Policy and Social Insurance: Incentives and Outcomes (I1, H5)",,Alan J. Auerbach,University of California-Berkeley,Karen Smith Conway,University of New Hampshire,Joseph Doyle,Massachusetts Institute of Technology,Gopi Goda,Stanford University,Sara LaLumia,Williams College,,,KATHERINE BAICKER,Female,,,,,,NA,NA,NA,NA,NA
Katherine L. Milkman,Identity and Charitable Giving,University of Pennsylvania,Jan 04 2015,2:30 PM,"Hynes Convention Center, Room 201",American Economic Association,"Field Experiments in Charitable Giving (D6, H4)",,Catherine C. Eckel,Texas A&M University,Mario Macis,Johns Hopkins University,Jacob Forrest Williams,Portland State University,James Andreoni,University of California-San Diego and NBER,Ragan Petrie,George Mason University,,,Katherine L. Milkman,Female,KATHERINE MILKMAN,,,,,NA,NA,NA,NA,NA
Katherine L. Milkman,Tackling Temptation,University of Pennsylvania,Jan 03 2015,10:15 AM,"Sheraton Boston, Independence Ballroom",American Economic Association,The Undismal Science,A1,Richard Thaler,University of Chicago,,,,,,,,,,,Katherine L. Milkman,Female,KATHERINE MILKMAN,,,,,NA,NA,NA,NA,NA
