author,paper_title,author_affiliation,date,time,location,association,session_title,session_jel_code,session_chair,session_chair_affiliation,discussant_1,discussant_1_affiliation,discussant_2,discussant_2_affiliation,discussant_3,discussant_3_affiliation,discussant_4,discussant_4_affiliation,discussant_5,discussant_5_affiliation,author.y,gender,alternative_1,alternative_2,alternative_3,alternative_4,alternative_5,X,X.1,X.2,X.3,X.4
Maya Rossin-Slater,Unequal Access to Paid Family Leave: The Role of Employers,Stanford University,Jan. 5 2019,10:15 AM - 12:15 PM,"Hyatt Regency Atlanta, Hanover B",Labor and Employment Relations Association,Worker and Employer Responses to Paid Family Leave Policies,J0,Brad Hershbein,W.E. Upjohn Institute for Employment Research,Eric Chyn,University of Virginia,Tanya Byker,Middlebury College,,,,,,,Maya Rossin-Slater,Female,,,,,,NA,NA,NA,NA,NA
Melanie Luhrmann,Long-run Health and Mortality Effects of Exposure to Universal Health Care at Birth,Royal Holloway University of London and IFS,Jan. 4 2019,10:15 AM - 12:15 PM,"Atlanta Marriott Marquis, A602",American Economic Association,Lifecycle Impacts of Early Childhood Healthcare,I1,Hilary Hoynes,University of California-Berkeley,Benjamin Elsner,University College Dublin,Joachim Winter,Ludwig-Maximilian University-Munich,Hilary Hoynes,University of California-Berkeley,Jonathan Gruber,Massachusetts Institute of Technology,,,Melanie Luhrmann,Female,,,,,,NA,NA,NA,NA,NA
Melanie Morten,Border Walls,Stanford University,Jan. 5 2019,2:30 PM - 4:30 PM,"Atlanta Marriott Marquis, M303",Econometric Society,Assessing the Globalization Backlash,"F1, F6",Davin Chor,Dartmouth College,,,,,,,,,,,Melanie Morten,Female,,,,,,NA,NA,NA,NA,NA
Melanie Morten,Border Walls,Stanford University,Jan. 4 2019,8:00 AM - 10:00 AM,"Atlanta Marriott Marquis, A705",American Economic Association,Measuring Gains from International Migration,"F2, O1",Michael A. Clemens,Center for Global Development,William Kerr,Harvard Business School,Elisa Giannone,Pennsylvania State University,Na'ama Shenhav,Dartmouth College,,,,,Melanie Morten,Female,,,,,,NA,NA,NA,NA,NA
Melinda Miller,The Aftermath of Policy Failures: The Southern Homestead Act and the Freedman’s Savings Bank in Florida,Virginia Tech,Jan. 6 2019,10:15 AM - 12:15 PM,"Atlanta Marriott Marquis, A707",American Economic Association,Development and Financial History,"N3, N2",Carola Frydman,Northwestern University,Nancy Qian,Northwestern University,Robert Margo,Boston University,Hilary Hoynes,University of California-Berkeley,Efraim Benmelech,Northwestern University,,,MELINDA MILLER,Female,,,,,,NA,NA,NA,NA,NA
Melissa Dell,The Development Effects Of The Extractive Colonial Economy: The Dutch Cultivation System in Java,Harvard University,Jan. 5 2019,10:15 AM - 12:15 PM,"Hilton Atlanta, 314",Society for Institutional and Organizational Economics,"Some Meanings and Impacts of \Culture\"" in Institutions and Organizations""","D7, L2",Robert S. Gibbons,Massachusetts Institute of Technology,,,,,,,,,,,Melissa Dell,Female,,,,,,NA,NA,NA,NA,NA
Meredith Fowlie,Estimating Inequality in Air Pollution Exposure,University of California-Berkeley,Jan. 5 2019,8:00 AM - 10:00 AM,"Atlanta Marriott Marquis, L508",American Economic Association,Economic Inequality and Air Pollution,Q5,Meredith Fowlie,University of California-Berkeley,Catherine Hausman,University of Michigan,JR DeShazo,University of California-Los Angeles,Nicholas Sanders,Cornell University,,,,,MEREDITH FOWLIE,Female,,,,,,NA,NA,NA,NA,NA
Meredith Startz,Cutting Out the Middleman: The Structure of Chains of Intermediation,Princeton University,Jan. 4 2019,10:15 AM - 12:15 PM,"Atlanta Marriott Marquis, International 10",American Economic Association,"Linking Farms, Firms and Consumers in LDCs to GVC","F1, O1",Josepa (Pepita) Miquel-Florensa,Toulouse School of Economics,Lorenzo Casaburi,University of Zurich,Marti Mestieri,Northwestern University,Ameet Morjaria,Northwestern University,David Atkin,Massachusetts Institute of Technology,,,Meredith Startz,Female,,,,,,NA,NA,NA,NA,NA
Michael Darden,Rational Self-Medication,Johns Hopkins University,Jan. 5 2019,12:30 PM - 2:15 PM,"Hilton Atlanta, 303",Health Economics Research Organization,Contributed Papers in Health Economics,"I1, I0",Michael Fitzmaurice,JMF Associates,John Cawley,Cornell University,Jonathan Beauchamp,University of Toronto,Zach Brown,University of Michigan,,,,,Michael Darden,Male,,,,,,NA,NA,NA,NA,NA
Michael E. Porter,Economic Institutions and Social Progress,Harvard Business School,Jan. 6 2019,10:15 AM - 12:15 PM,"Atlanta Marriott Marquis, International 10",American Economic Association,Sustainable Economic Growth and Well-Being,I3,Jason Furman,Harvard University,Jason Furman,Harvard University,Jana Gallus,University of California-Los Angeles,Daniel Colin Fehder,University of Southern California,,,,,MICHAEL E. PORTER,Male,MICHAEL PORTER,,,,,NA,NA,NA,NA,NA
Michael Ewens,Venture Capital Contracts,California Institute of Technology,Jan. 6 2019,10:15 AM - 12:15 PM,"Hilton Atlanta, Grand Ballroom A",American Finance Association,Entrepreneurial Finance/Venture Capital,G2,Shai Bernstein,Stanford University,Manuel Adelino,Duke University,Song Ma,Yale University,Adair Morse,University of California-Berkeley,Will Gornall,University of British Columbia,,,Michael Ewens,Male,,,,,,NA,NA,NA,NA,NA
Michael Ewens,The Deregulation of the Private Equity Markets and the Decline in IPOs,California Institute of Technology,Jan. 6 2019,8:00 AM - 10:00 AM,"Atlanta Marriott Marquis, International 6",American Economic Association,Private Equity and Firm Performance,"D2, J3",Josh Lerner,Harvard University,Antoinette Schoar,Massachusetts Institute of Technology,Steven Kaplan,University of Chicago,René Stulz,Ohio State University,Per Stromberg,University of Chicago,,,Michael Ewens,Male,,,,,,NA,NA,NA,NA,NA
Michael Gelman,The Self-Constrained Hand-to-Mouth,Claremont McKenna College,Jan. 5 2019,2:30 PM - 4:30 PM,"Atlanta Marriott Marquis, International 3",American Economic Association,High-frequency Data and Real Economic Activity,"E2, F4",Andrew H. McCallum,Federal Reserve Board,Dan Silverman,Arizona State University,Lorenz Kueng,Northwestern University,Matthew Notowidigdo,Northwestern University,,,,,Michael Gelman,Male,,,,,,NA,NA,NA,NA,NA
Michael Geruso,The Trade-off between Extensive and Intensive Margin Adverse Selection in Competitive Health Insurance Markets,University of Texas-Austin,Jan. 4 2019,2:30 PM - 4:30 PM,"Hilton Atlanta, 303",Health Economics Research Organization,Affordable Care Act Issues in the Trump Era,"I0, I1",Jonathan Gruber,Massachusetts Institute of Technology,Robert Kaestner,University of Chicago,Ashley Swanson,University of Pennsylvania,Leemore Dafny,Harvard University,,,,,Michael Geruso,Male,,,,,,NA,NA,NA,NA,NA
Michael Greenstone,Determinants of Water Conservation: Evidence from the Recent California Drought,University of Chicago,Jan. 4 2019,2:30 PM - 4:30 PM,"Atlanta Marriott Marquis, A701",Association of Environmental and Resource Economists,Water Conservation Policy,"Q2, D9",Laura Grant,Claremont McKenna College,Laura Grant,Claremont McKenna College,Nick Magnan,University of Georgia,Katrina Jessoe,University of California-Davis,Michael Price,University of Alabama,,,Michael Greenstone,Male,NBER Michael Greenstone,,,,,NA,NA,NA,NA,NA
Michael Hurwitz,Heat and Learning,Harvard University,Jan. 4 2019,8:00 AM - 10:00 AM,"Atlanta Marriott Marquis, International 6",American Economic Association,Climate Change: Impacts and Opportunities for Adaptation,"Q5, I0",Antonio M. Bento,University of Southern California,Joshua Graff Zivin,University of California-San Diego,Ivan Rudik,Cornell University,Amir Jina,University of Chicago,Derek Lemoine,University of Arizona,,,Michael Hurwitz,Male,,,,,,NA,NA,NA,NA,NA
Michael Kiley,Monetary Policy Strategies for a Low-Rate Environment,Federal Reserve Board,Jan. 5 2019,8:00 AM - 10:00 AM,"Atlanta Marriott Marquis, A602",American Economic Association,Monetary Policy Frameworks and the Zero Lower Bound,E5,David Lopez-Salido,Federal Reserve Board,,,,,,,,,,,MICHAEL KILEY,Male,,,,,,NA,NA,NA,NA,NA
Michael Koenig,From Imitation to Innovation: Where Is All That Chinese R&D Going?,University of Zurich,Jan. 5 2019,8:00 AM - 10:00 AM,"Hilton Atlanta, 217",Society for Economic Dynamics,"Productivity, Technical Change, and Public Policies","O3, O4",Stefanie Stantcheva,Harvard University,,,,,,,,,,,Michael Koenig,Male,,,,,,NA,NA,NA,NA,NA
Michael Ostrovsky,Chain Stability in Trading Networks,Stanford University,Jan. 5 2019,2:30 PM - 4:30 PM,"Atlanta Marriott Marquis, International 10",American Economic Association,New Advances in Matching with Contracts,"D4, C7",Larry Samuelson,Yale University,Scott Duke Kominers,Harvard Business School,Ravi Jagadeesan,Harvard University,Larry Samuelson,Yale University,Edward L. Glaeser,Harvard University,,,MICHAEL OSTROVSKY,Male,,,,,,NA,NA,NA,NA,NA
Michael Ostrovsky,Carpooling and the Economics of Self-Driving Cars,Stanford University,Jan. 5 2019,2:30 PM - 4:30 PM,"Atlanta Marriott Marquis, International 10",American Economic Association,New Advances in Matching with Contracts,"D4, C7",Larry Samuelson,Yale University,Scott Duke Kominers,Harvard Business School,Ravi Jagadeesan,Harvard University,Larry Samuelson,Yale University,Edward L. Glaeser,Harvard University,,,MICHAEL OSTROVSKY,Male,,,,,,NA,NA,NA,NA,NA
Michael Price,"Smart Thermostats, Social Information, and Energy Conservation: Distributional Evidence from a Field Experiment",University of Alabama,Jan. 6 2019,10:15 AM - 12:15 PM,"Atlanta Marriott Marquis, International 6",American Economic Association,"Big Data, Consumer Behavior, Energy and Climate Change","Q4, C5",Karen Palmer,Resources for the Future,Judson Boomhower,University of California-San Diego,Richard Sweeney,Boston College,Kenneth Gillingham,Yale University,Katrina Jessoe,University of California-Davis,,,Michael Price,Male,,,,,,NA,NA,NA,NA,NA
Michael R. Richards,"Administrative Pricing, Incentive Alignment, and Medical Market Supply and Competition",Baylor University,Jan. 6 2019,8:00 AM - 10:00 AM,"Atlanta Marriott Marquis, International 4",American Economic Association,Health Care Response to Prices and Reimbursement Policies,"I1, H4",Scott Barkowski,Clemson University,Seth Richards-Shubik,Lehigh University,Michael Darden,Johns Hopkins University,Haizhen Lin,Indiana University,Christopher Whaley,RAND Corporation,,,Michael R. Richards,Male,,,,,,NA,NA,NA,NA,NA
Michael Siemer,The Real Effects of Credit Booms and Busts: A County-Level Analysis,Federal Reserve Board,Jan. 5 2019,10:15 AM - 12:15 PM,"Hilton Atlanta, 304",International Society for Inventory Research,Heterogeneity and Aggregate Dynamics: Lessons from the Micro Data,E3,Thomas Winberry,University of Chicago,George Alessandria,University of Rochester,Ezra Oberfield,Princeton University,Monika Piazzesi,Stanford University,,,,,Michael Siemer,Male,,,,,,NA,NA,NA,NA,NA
Michael Sinkinson,Ownership Concentration and Strategic Supply Reduction,University of Pennsylvania,Jan. 4 2019,8:00 AM - 10:00 AM,"Atlanta Marriott Marquis, International 5",American Economic Association,Public Policy in the Telecommunications Industries,"L5, L8",Jonathan Levy,U.S. Federal Communications Commission,John Asker,University of California-Los Angeles,Jeremy Fox,Rice University,Robin Lee,Harvard University,Jose Miguel Abito,University of Pennsylvania,,,MICHAEL SINKINSON,Male,,,,,,NA,NA,NA,NA,NA
Michael Sockin,Economic Consequences of Housing Speculation,University of Texas-Austin,Jan. 6 2019,1:00 PM - 3:00 PM,"Atlanta Marriott Marquis, International 8",American Economic Association,Expectations and the Real Estate Boom and Bust of the Late 2000s,"E3, G0",Itzhak Ben-David,Ohio State University and NBER,Carlos Garriga,Federal Reserve Bank of St. Louis,Monika Piazzesi,Stanford University,Andreas Fuster,Swiss National Bank,Christopher M. Otrok,University of Missouri and Federal Reserve Bank of St. Louis,,,Michael Sockin,Male,,,,,,NA,NA,NA,NA,NA
Michael Waldman,Bonuses and Promotion Tournaments: Theory and Evidence,Cornell University,Jan. 4 2019,8:00 AM - 10:00 AM,"Hyatt Regency Atlanta, Hanover B",Labor and Employment Relations Association,Human Capital and Careers in Organizations: Theory and Evidence,M5,Kathryn Shaw,Stanford University,Aloysius Siow,University of Toronto,Dora Gicheva,University of North Carolina-Greensboro,,,,,,,MICHAEL WALDMAN,Male,,,,,,NA,NA,NA,NA,NA
Michael Weber,"The Information Content of Dividends: Safer Profits, Not Higher Profits",University of Chicago,Jan. 5 2019,8:00 AM - 10:00 AM,"Hilton Atlanta, Grand Ballroom C",American Finance Association,Payout,G3,Toni Whited,University of Michigan,Yufeng Wu,University of Illinois,Constantine Yannelis,New York University,Jialan Wang,University of Illinois,,,,,Michael Weber,Male,,,,,,NA,NA,NA,NA,NA
Michael Weber,"Punish One, Teach A Hundred: The Sobering Effect of Punishment on the Unpunished",University of Chicago,Jan. 5 2019,2:30 PM - 4:30 PM,"Hilton Atlanta, Grand Ballroom D",American Finance Association,Social Corporate Finance,G3,Henrik Cronqvist,University of Miami,Irena Hutton,Florida State University,Sara Holland,University of Georgia,Da Ke,University of South Carolina,Tara Bhandari,U.S. Securities and Exchange Commission,,,Michael Weber,Male,,,,,,NA,NA,NA,NA,NA
Michael Weber,Cognitive Abilities and Inflation Expectations,University of Chicago,Jan. 4 2019,8:00 AM - 10:00 AM,"Atlanta Marriott Marquis, International 7",American Economic Association,"Foundations of Belief Formation: Perceptional and Cognitive Biases, Emotional Coloring, and the Role of Memory","D8, E7",Ulrike Malmendier,University of California-Berkeley,,,,,,,,,,,Michael Weber,Male,,,,,,NA,NA,NA,NA,NA
Michael Weber,Manpower Constraints and Corporate Policies,University of Chicago,Jan. 6 2019,8:00 AM - 10:00 AM,"Hilton Atlanta, Grand Ballroom D",American Finance Association,Labor and Investment,G3,Paige Ouimet,University of North Carolina,Daniel Aaronson,Federal Reserve Bank of Chicago,Robert S. Chirinko,University of Illinois,Peter Koudijs,Stanford University,Irene Yi,University of Toronto,,,Michael Weber,Male,,,,,,NA,NA,NA,NA,NA
Michael Weber,Low Inflation: High Default Risk and High Equity Valuations,University of Chicago,Jan. 4 2019,2:30 PM - 4:30 PM,"Hilton Atlanta, Grand Ballroom D",American Finance Association,Fixed Income and Credit Risk,G1,Monika Piazzesi,Stanford University,Luis Viceira,Harvard Business School,Jing Cynthia Wu,University of Chicago,Hui Chen,Massachusetts Institute of Technology,Nina Boyarchenko,Federal Reserve Bank of New York,,,Michael Weber,Male,,,,,,NA,NA,NA,NA,NA
Michael Woodford,Monetary Analysis when Planning Horizons are Finite,Columbia University,Jan. 4 2019,2:30 PM - 4:30 PM,"Atlanta Marriott Marquis, M102",Econometric Society,"Myopia, Inattention, and Bounded Rationality","E7, E0",George-Marios Angeletos,Massachusetts Institute of Technology,,,,,,,,,,,MICHAEL WOODFORD,Male,,,,,,NA,NA,NA,NA,NA
Michael Woodford,Policy Options at the Zero Lower Bound When Foresight is Imperfect,Columbia University,Jan. 5 2019,8:00 AM - 10:00 AM,"Atlanta Marriott Marquis, A602",American Economic Association,Monetary Policy Frameworks and the Zero Lower Bound,E5,David Lopez-Salido,Federal Reserve Board,,,,,,,,,,,MICHAEL WOODFORD,Male,,,,,,NA,NA,NA,NA,NA
Michael Woodford,Does Cognitive Imprecision Result in Under-Reaction or Over-Reaction?,Columbia University,Jan. 4 2019,8:00 AM - 10:00 AM,"Atlanta Marriott Marquis, International 7",American Economic Association,"Foundations of Belief Formation: Perceptional and Cognitive Biases, Emotional Coloring, and the Role of Memory","D8, E7",Ulrike Malmendier,University of California-Berkeley,,,,,,,,,,,MICHAEL WOODFORD,Male,,,,,,NA,NA,NA,NA,NA
Michael Woodford,"\Outlier Blindness\"": Efficient Coding Generates an Inability to Represent Extreme Values""",Columbia University,Jan. 5 2019,2:30 PM - 4:30 PM,"Hilton Atlanta, Grand Ballroom A",American Finance Association,Investor Psychology,G1,Cary Frydman,University of Southern California,Justin Birru,Ohio State University,Andrew Lo,Massachusetts Institute of Technology,Yueran Ma,Harvard University,,,,,MICHAEL WOODFORD,Male,,,,,,NA,NA,NA,NA,NA
Michaela Pagel,Credit Smoothing,Columbia University,Jan. 5 2019,10:15 AM - 12:15 PM,"Atlanta Marriott Marquis, M105",American Economic Association,Credit Markets,E3,John Gibson,Georgia State University,,,,,,,,,,,Michaela Pagel,Female,,,,,,NA,NA,NA,NA,NA
Michaela Pagel,The Retirement-Consumption Puzzle: New Evidence from Personal Finances,Columbia University,Jan. 6 2019,8:00 AM - 10:00 AM,"Hilton Atlanta, Grand Ballroom A",American Finance Association,Finance and Resource Allocation over Space and Time,G1,James Weston,Rice University,Kumar Venkataraman,Southern Methodist University,Jawad Addoum,Cornell University,Holger Mueller,New York University,Evgeny Lyandres,Boston University,,,Michaela Pagel,Female,,,,,,NA,NA,NA,NA,NA
Michaela Pagel,FinTech Adoption Across Generations: Financial Fitness in the Information Age,"Columbia University, NBER and CEPR",Jan. 6 2019,1:00 PM - 3:00 PM,"Atlanta Marriott Marquis, A707",American Economic Association,The Impact of Digital Economy,"G2, A1",Manju Puri,Duke University and NBER,Gregor Matvos,University of Texas-Austin and NBER,Manuel Adelino,"Duke University, CEPR and NBER",Paolina C. Medina,Texas A&M University,Zhiguo He,University of Chicago and NBER,,,Michaela Pagel,Female,,,,,,NA,NA,NA,NA,NA
Michaela Pagel,Fully Closed: Individual Responses to Realized Capital Gains and Losses,Columbia University,Jan. 5 2019,8:00 AM - 10:00 AM,"Hilton Atlanta, 209-210-211",American Finance Association,"Analysts, News, Media and Market Sentiment",G1,David Solomon,Boston College,Pavel Savor,Temple University,Yaron Levi,University of Southern California,Lisa Kramer,University of Toronto,Matthew Ringgenberg,University of Utah,,,Michaela Pagel,Female,,,,,,NA,NA,NA,NA,NA
Michel Grosz,Do Postsecondary Training Programs Respond to Changes in the Labor Market?,Abt Associates,Jan. 5 2019,2:30 PM - 4:30 PM,"Atlanta Marriott Marquis, L508",American Economic Association,Postsecondary Education and Labor Market,"I2, J6",Michael F. Lovenheim,Cornell University,Lesley Turner,University of Maryland,Andrew Barr,Texas A&M University,Benjamin M. Marx,University of Illinois-Urbana-Champaign,Jillian Carr,Purdue University,,,Michel Grosz,Male,,,,,,NA,NA,NA,NA,NA
Mikhail Golosov,"Social Insurance, Information Revelation, and Lack of Commitment",University of Chicago,Jan. 5 2019,8:00 AM - 10:00 AM,"Atlanta Marriott Marquis, International 2",American Economic Association,Advances in Dynamic Mechanism Design,"D8, C7",Vasiliki Skreta,"University of Texas-Austin, University College London, and CEPR",Juan Ortner,Boston University,Rahul Deb,University of Toronto,Christopher Sleet,Carnegie Mellon University,Xianwen Shi,University of Toronto,,,MIKHAIL GOLOSOV,Male,,,,,,NA,NA,NA,NA,NA
Mikhail Golosov,The Optimal Maturity of Government Debt,University of Chicago,Jan. 4 2019,8:00 AM - 10:00 AM,"Atlanta Marriott Marquis, International 9",American Economic Association,Debt Management and Optimal Taxation,"E6, H6",Pierre Yared,Columbia University,George-Marios Angeletos,Massachusetts Institute of Technology,Manuel Amador,University of Minnesota,Thomas Winberry,University of Chicago,Satyajit Chatterjee,Federal Reserve Bank of Philadelphia,,,MIKHAIL GOLOSOV,Male,,,,,,NA,NA,NA,NA,NA
Mikhail Golosov,The Power of Repetition for Government-Controlled Media in China,University of Chicago,Jan. 4 2019,8:00 AM - 10:00 AM,"Atlanta Marriott Marquis, International 3",American Economic Association,Censorship,"D8, O3",Francisco Pino,University of Chile,Ruben Durante,Sciences Po,Ruben Enikolopov,Pompeu Fabra University,Filipe Campante,Harvard University,Ola Olsson,University of Gothenburg,,,MIKHAIL GOLOSOV,Male,,,,,,NA,NA,NA,NA,NA
Mikkel Plagborg-Moller,Dollar Invoicing and the Heterogeneity of Exchange Rate Pass-Through,Princeton University,Jan. 4 2019,10:15 AM - 12:15 PM,"Atlanta Marriott Marquis, International 5",American Economic Association,Economic Consequences of Dominant Currencies,F0,Gita Gopinath,Harvard University,Hyun Song Shin,Bank for International Settlements,Michael Devereux,University of British Columbia,Oleg Itskhoki,Princeton University,,,,,Mikkel Plagborg-Moller,Male,,,,,,NA,NA,NA,NA,NA
Mikkel Plagborg-Moller,Instrumental Variable Identification of Dynamic Variance Decompositions,Princeton University,Jan. 6 2019,1:00 PM - 3:00 PM,"Atlanta Marriott Marquis, L503",Econometric Society,Nonstandard Inference Methods,"C2, C5",Federico Bugni,Duke University,,,,,,,,,,,Mikkel Plagborg-Moller,Male,,,,,,NA,NA,NA,NA,NA
Minchul Shin,Bayesian Estimation and Comparison of Conditional Moment Models,University of Illinois,Jan. 6 2019,1:00 PM - 3:00 PM,"Atlanta Marriott Marquis, L504",Econometric Society,Bayesian and Likelihood Methods,"C1, C5",Molin Zhong,Federal Reserve Board,,,,,,,,,,,Minchul Shin,Male,,,,,,NA,NA,NA,NA,NA
Ming Tai-Seale,Delegating Decision-Making to the Machine: Experimental Evidence from Health Insurance,University of California-San Diego,Jan. 5 2019,10:15 AM - 12:15 PM,"Hilton Atlanta, 301",Health Economics Research Organization,Economics of the Pharmaceutical Industry: Current Issues,"I1, I1",Robert Kaestner,University of Chicago,David Molitor,University of Illinois Urbana-Champaign,Mark Duggan,Stanford University,Geoffrey Joyce,University of Southern California,,,,,Ming Tai-Seale,Female,,,,,,NA,NA,NA,NA,NA
Miriam Wust,"Maternity Ward Crowding, Health and Procedure Use",Danish Centre for Social Science Research,Jan. 4 2019,10:15 AM - 12:15 PM,"Atlanta Marriott Marquis, A602",American Economic Association,Lifecycle Impacts of Early Childhood Healthcare,I1,Hilary Hoynes,University of California-Berkeley,Benjamin Elsner,University College Dublin,Joachim Winter,Ludwig-Maximilian University-Munich,Hilary Hoynes,University of California-Berkeley,Jonathan Gruber,Massachusetts Institute of Technology,,,Miriam Wust,Female,,,,,,NA,NA,NA,NA,NA
Mirko Wiederholt,Inflation Expectations and Choices of Households: Evidence from Linked Survey and Administrative Data,Sciences Po,Jan. 4 2019,2:30 PM - 4:30 PM,"Atlanta Marriott Marquis, International 2",American Economic Association,Inflation Expectations and Economic Decisions,"E3, E7",Olivier Coibion,University of Texas-Austin,Hassan Afrouzi,Columbia University,Pierre-Daniel Sarte,Federal Reserve Bank of Richmond,Jane Ryngaert,University of Texas-Austin,Christopher Roth,Institute on Behavior and Inequality-Bonn,,,MIRKO WIEDERHOLT,Male,,,,,,NA,NA,NA,NA,NA
Mirko Wiederholt,Expectations with Endogenous Information Acquisition: An Experimental Investigation,Sciences Po,Jan. 6 2019,8:00 AM - 10:00 AM,"Atlanta Marriott Marquis, International 8",American Economic Association,Macroeconomics and Consumer Surveys,"E2, D8",Wilbert van der Klaauw,Federal Reserve Bank of New York,Joachim Winter,Ludwig Maximilian University of Munich,Luigi Pistaferri,Stanford University,Ruediger Bachmann,University of Notre Dame,Dmitri Koustas,University of Berkley,,,MIRKO WIEDERHOLT,Male,,,,,,NA,NA,NA,NA,NA
Mitsuru Igami,Privatization and Productivity in China,Yale University,Jan. 6 2019,8:00 AM - 10:00 AM,"Atlanta Marriott Marquis, L504",Econometric Society,China,"L5, F1",Panle Barwick,Cornell University,,,,,,,,,,,Mitsuru Igami,Male,,,,,,NA,NA,NA,NA,NA
Mo Xiao,Privatization and Productivity in China,University of Arizona,Jan. 6 2019,8:00 AM - 10:00 AM,"Atlanta Marriott Marquis, L504",Econometric Society,China,"L5, F1",Panle Barwick,Cornell University,,,,,,,,,,,Mo Xiao,Female,,,,,,NA,NA,NA,NA,NA
Mo Xiao,License Complementarity and Package Bidding: The United States Spectrum Auctions,University of Arizona,Jan. 4 2019,8:00 AM - 10:00 AM,"Atlanta Marriott Marquis, International 5",American Economic Association,Public Policy in the Telecommunications Industries,"L5, L8",Jonathan Levy,U.S. Federal Communications Commission,John Asker,University of California-Los Angeles,Jeremy Fox,Rice University,Robin Lee,Harvard University,Jose Miguel Abito,University of Pennsylvania,,,Mo Xiao,Female,,,,,,NA,NA,NA,NA,NA
Molly Schnell,United States Employment and Opioids: Is there a Connection?,Princeton University,Jan. 4 2019,10:15 AM - 12:15 PM,"Hyatt Regency Atlanta, Hanover C",Labor and Employment Relations Association,Explaining the Decline in Labor Force Participation in the United States,J2,Susan N. Houseman,W.E. Upjohn Institute for Employment Research,Stephanie Aaronson,Federal Reserve Board,Mark Duggan,Stanford University,,,,,,,Molly Schnell,Female,,,,,,NA,NA,NA,NA,NA
Monika Piazzesi,The Short Rate Disconnect in a Monetary Economy,Stanford University,Jan. 4 2019,10:15 AM - 12:15 PM,"Atlanta Marriott Marquis, L505",Econometric Society,Financial Intermediation,"G2, G1",Moritz Lenel,Princeton University,Pierre-Olivier Weill,University of California-Los Angeles,Adriano Rampini,Duke University,Stavros Panageas,University of California-Los Angeles,Tyler Muir,University of California-Los Angeles,,,MONIKA PIAZZESI,Female,,,,,,NA,NA,NA,NA,NA
Monika Schnitzer,Outsourcing Innovation: The China Shock Hits Brazil,University of Munich,Jan. 5 2019,8:00 AM - 10:00 AM,"Hilton Atlanta, 224",Latin American and Caribbean Economic Association,Adjusting to Globalization: The Americas Perspective,F6,Laura Alfaro,Harvard Business School,,,,,,,,,,,Monika Schnitzer,Female,,,,,,NA,NA,NA,NA,NA
Morris Kleiner,A Welfare Analysis of Occupational Licensing in U.S. States,University of Minnesota,Jan. 6 2019,10:15 AM - 12:15 PM,"Hyatt Regency Atlanta, Hanover C",Labor and Employment Relations Association,Regulation of Occupations across Nations,J4,Alex Bryson,University College London,Edward J. Timmons,St. Francis University,Jason Hicks,University of Minnesota,Mark A. Klee,U.S. Census Bureau,Victoria Udalova,U.S. Census Bureau,,,MORRIS KLEINER,Male,,,,,,NA,NA,NA,NA,NA
Munseob Lee,Business Groups and Economic Growth,University of California-San Diego,Jan. 5 2019,8:00 AM - 10:00 AM,"Atlanta Marriott Marquis, A707",Korea-America Economic Association,The Role of Firms in Economic Development,"L1, O4",Yongseok Shin,Washington University-St. Louis,,,,,,,,,,,Munseob Lee,Male,,,,,,NA,NA,NA,NA,NA
Muriel Niederle,Knowing When to Ask: The Cost of Leaning In,Stanford University,Jan. 4 2019,10:15 AM - 12:15 PM,"Hilton Atlanta, 223",Economic Science Association,Gender Differences and Economic Outcomes,J1,Eva Ranehill,University of Gothenburg,Dorothea Kübler,WZB Berlin Social Science Center,Ragan Petrie,Texas A&M University,Catherine Eckel,Texas A&M University,Christina Rott,University of Amsterdam,,,MURIEL NIEDERLE,Female,,,,,,NA,NA,NA,NA,NA
Musab Kurnaz,Early Childhood Investment and Income Taxation,University of North Carolina at Charlotte,Jan. 5 2019,8:00 AM - 10:00 AM,"Atlanta Marriott Marquis, L507",Econometric Society,"Taxation, Political Economy, and Misallocation","H2, H0",Marcus Berliant,Washington University-St. Louis,Marcus Berliant,Washington University-St. Louis,,,,,,,,,Musab Kurnaz,Male,,,,,,NA,NA,NA,NA,NA
Myrto Kalouptsidi,Simple Partial Identification for Dynamic Models and Counterfactuals,Harvard University,Jan. 4 2019,10:15 AM - 12:15 PM,"Atlanta Marriott Marquis, International C",Econometric Society,Methodological Advances in IO,"L0, C5",Eduardo Souza-Rodrigues,University of Toronto,,,,,,,,,,,Myrto Kalouptsidi,Female,,,,,,NA,NA,NA,NA,NA
Myrto Kalouptsidi,Efficiency in Decentralized Transport Markets,Harvard University,Jan. 5 2019,10:15 AM - 12:15 PM,"Atlanta Marriott Marquis, M303",Econometric Society,Big Data in Spatial Economics,"F1, R1",Dave Donaldson,Massachusetts Institute of Technology,,,,,,,,,,,Myrto Kalouptsidi,Female,,,,,,NA,NA,NA,NA,NA
Myrto Kalouptsidi,China's Industrial Policy: An Empirical Evaluation,Harvard University,Jan. 6 2019,8:00 AM - 10:00 AM,"Atlanta Marriott Marquis, L504",Econometric Society,China,"L5, F1",Panle Barwick,Cornell University,,,,,,,,,,,Myrto Kalouptsidi,Female,,,,,,NA,NA,NA,NA,NA
