author,paper_title,author_affiliation,date,time,location,association,session_title,session_jel_code,session_chair,session_chair_affiliation,discussant_1,discussant_1_affiliation,discussant_2,discussant_2_affiliation,discussant_3,discussant_3_affiliation,discussant_4,discussant_4_affiliation,discussant_5,discussant_5_affiliation,author.y,gender,alternative_1,alternative_2,alternative_3,alternative_4,alternative_5,X,X.1,X.2,X.3,X.4
Marc Sangnier,The Wild West is Wild: The Homicide Resource Curse,University of Aix-Marseille,Jan 05 2014,1:00 PM,"Philadelphia Marriott, Grand Ballroom - Salon I",Association for Comparative Economic Studies,"Shall I Fear Thou? Theoretical and Empirical Evidence on the Determinants, Effects, and Persistence of Aggression vs. Cooperation",Z1,Pauline Grosjean,University of New South Wales,Marc Sangnier,University of Aix-Marseille,Emily Owens,Cornell University,Karen Clay,Carnegie Mellon University,Yan Chen,University of Michigan,,,Marc Sangnier,Male,,,,,,NA,NA,NA,NA,NA
Marcella Alsan,The Effect of the TseTse Fly on African Development,Harvard University,Jan 05 2014,8:00 AM,"Philadelphia Marriott, Grand Ballroom - Salon J",American Economic Association,History and Long-Term Development in Africa,O1,Leonard Wantchekon,Princeton University,Melissa Dell,Harvard University,David Albouy,University of Michigan,James Fenske,Oxford University,Hoyt Bleakley,University of Chicago,,,Marcella Alsan,Female,,,,,,NA,NA,NA,NA,NA
Marcella Lucchetta,Microprudential Regulation in a Dynamic Model of Banking,University Ca' Foscari of Venice,Jan 04 2014,8:00 AM,"Pennsylvania Convention Center, 204-A",American Economic Association,Banking Supervision and Regulation,G2,Jason Wu,Federal Reserve Board,Clas Wihlborg,Chapman University,Franklin Allen,University of Pennsylvania,Jean-Charles Rochet,University of Zurich,Patrick deFontnouvelle,Federal Reserve Bank of Boston,,,Marcella Lucchetta,Female,,,,,,NA,NA,NA,NA,NA
Marcelle Chauvet,Fear and Loathing in the Housing Market: Evidence from Search Query Data,University of California-Riverside,Jan 05 2014,1:00 PM,"Loews Philadelphia Hotel, Washington B",American Real Estate & Urban Economic Association,Housing Markets and Returns,R3,Paul Carrillo,George Washington University,Jaren Pope,Brigham Young University,Jonathan Rothbaum,US Census Bureau,Benjamin Williams,George Washington University,C. Lockwood Reynolds,Kent State University,,,Marcelle Chauvet,Female,,,,,,NA,NA,NA,NA,NA
Marco Di Maggio,Market Turmoil and Destabilizing Speculation,Massachusetts Institute of Technology,Jan 05 2014,1:00 PM,"Loews Philadelphia Hotel, Commonwealth Hall D",American Finance Association,Asset Pricing Theory,G1,Leonid Kogan,Massachusetts Institute of Technology,Dimitri Vayanos,London School of Economics,Frederico Belo,University of Minnesota,Nicolae Garleanu,University of California-Berkeley,,,,,Marco Di Maggio,Male,,,,,,NA,NA,NA,NA,NA
Marco Di Maggio,Financial Disclosure and Market Transparency with Costly Information Processing,Massachusetts Institute of Technology,Jan 03 2014,10:15 AM,"Philadelphia Marriott, Meeting Room 403",Econometric Society,Financial Regulation and Information,G1,Itay Goldstein,University of Pennsylvania,Vincent Glode,University of Pennsylvania,Liyan Yang,University of Toronto,Doron Levit,University of Pennsylvania,Saki Bigio,Columbia University,,,Marco Di Maggio,Male,,,,,,NA,NA,NA,NA,NA
Marco Gonzalez-Navarro,Effectiveness and Spillovers of Online Sex Education: Evidence from a Randomized Evaluation in Colombian Public Schools,University of Toronto,Jan 05 2014,10:15 AM,"Philadelphia Marriott, Meeting Room 406",Econometric Society,Using Information Technology to Improve Health in Developing Countries,O1,Wesley Yin,Boston University,Yi Qian,Northwestern University,Leigh Linden,University of Texas-Austin,Simone Gabrielle Schaner,Dartmouth College,,,,,Marco Gonzalez-Navarro,Male,,,,,,NA,NA,NA,NA,NA
Marco Pagano,Financial Disclosure and Market Transparency with Costly Information Processing,Università di Napoli Federico II,Jan 03 2014,10:15 AM,"Philadelphia Marriott, Meeting Room 403",Econometric Society,Financial Regulation and Information,G1,Itay Goldstein,University of Pennsylvania,Vincent Glode,University of Pennsylvania,Liyan Yang,University of Toronto,Doron Levit,University of Pennsylvania,Saki Bigio,Columbia University,,,MARCO PAGANO,Male,,,,,,NA,NA,NA,NA,NA
Marco Pagano,Employment and Wage Insurance within Firms: Worldwide Evidence,Universite di Napoli Federico II,Jan 04 2014,10:15 AM,"Loews Philadelphia Hotel, Commonwealth Hall B",American Finance Association,Managerial Incentives I,G3,Gustavo Manso,University of California-Berkeley,Jay Hartzell,University of Texas-Austin,Dmitry Livdan,University of California-Berkeley,David Sraer,Princeton University,,,,,MARCO PAGANO,Male,,,,,,NA,NA,NA,NA,NA
Marcus Casey,The Cost of Homicide: Evidence from Transactions Data,University of Illinois-Chicago,Jan 04 2014,2:30 PM,"Philadelphia Marriott, Meeting Room 306",National Economic Association/Labor & Employment Relations Association,Public Policies Impacting Low-Income & Minority Communities,H3,Bradley Hardy,American University,Dania V. Francis,Duke University,Rodney J. Andrews,University of Texas-Dallas and NBER,Darrick Hamilton,New School,Tiffany Green,Virginia Commonwealth University,,,MARCUS CASEY,Male,,,,,,NA,NA,NA,NA,NA
Marcus Casey,Effects of Charter School Entry on Local School Markets,University of Illinois-Chicago,Jan 04 2014,10:15 AM,"Pennsylvania Convention Center, 112-B",American Economic Association,Policy Interventions and Educational Outcomes,J6,Rodney Andrews,University of Texas-Dallas,Juan Carlos Suárez Serrato,Stanford University,Monica Deza,University of Texas-Dallas,Damon Jones,University of Chicago,Omari Swinton,Howard University,,,MARCUS CASEY,Male,,,,,,NA,NA,NA,NA,NA
Marcus Hagedorn,Unemployment Benefits and Unemployment in the Great Recession: The Role of Macro Effects,Institute of Advanced Studies,Jan 04 2014,2:30 PM,"Philadelphia Marriott, Meeting Room 404",Econometric Society,Unemployment Across Regions and Sectors,J3,Marianna Kudlyak,Federal Reserve Bank of Richmond,,,,,,,,,,,MARCUS HAGEDORN,Male,,,,,,NA,NA,NA,NA,NA
Maria Casanova,"Social Security Benefits, Life Expectancy and Early Retirement",University of California-Los Angeles,Jan 05 2014,10:15 AM,"Philadelphia Marriott, Meeting Room 403",Econometric Society,Life-Cycle Decision-Making with Intergenerational Interactions and Health/Life Expectations,I1,Donna Gilleskie,University of North Carolina,David Blau,Ohio State University,Clement Joubert,University of North Carolina,Dan Silverman,Arizona State University,,,,,Maria Casanova,Female,,,,,,NA,NA,NA,NA,NA
Mariana Carrera,Generic Aversion and Observational Learning: A Field Experiment in the Over-the-Counter Drug Market,Case Western Reserve University,Jan 05 2014,1:00 PM,"Pennsylvania Convention Center, 201-A",American Economic Association,Information and Learning in Over-the-Counter and Online Drug Markets,D8,Sofia Villas-Boas,University of California-Berkeley,Sara Ellison,Massachusetts Institute of Technology,Liran Einav,Stanford University,Justine Hastings,Brown University,Benjamin R. Handel,University of California-Berkeley,,,Mariana Carrera,Female,,,,,,NA,NA,NA,NA,NA
Marianna Kudlyak,Productivity Insurance: The Role of Unemployment Benefits in a Multi-Sector Model,Federal Reserve Bank of Richmond,Jan 04 2014,2:30 PM,"Philadelphia Marriott, Meeting Room 404",Econometric Society,Unemployment Across Regions and Sectors,J3,Marianna Kudlyak,Federal Reserve Bank of Richmond,,,,,,,,,,,Marianna Kudlyak,Female,,,,,,NA,NA,NA,NA,NA
Marianne Bertrand,Gender Identity and Relative Income within Households,University of Chicago,Jan 03 2014,10:15 AM,"Pennsylvania Convention Center, 204-B",American Economic Association,Gender Gaps in Labor Market Outcomes,J7,Lise Vesterlund,University of Pittsburgh,Matthew Wiswall,Arizona State University,Francine D. Blau,Cornell University,Catherine Eckel,Texas A&M University,Lesley Turner,University of Maryland,,,MARIANNE BERTRAND,Female,,,,,,NA,NA,NA,NA,NA
Marianne Bertrand,Breaking the Glass Ceiling: The Effect of Board Quotas on Female Labor Market Outcomes in Norway,University of Chicago,Jan 05 2014,10:15 AM,"Loews Philadelphia Hotel, Regency Ballroom A",American Finance Association,A Woman's Touch: Women in Senior Leadership Positions,G3,Paola Sapienza,Northwestern University,Lori Beaman,Northwestern University,Geoffrey Tate,University of North Carolina,David A. Matsa,Northwestern University,David Cesarini,New York University,,,MARIANNE BERTRAND,Female,,,,,,NA,NA,NA,NA,NA
Marianne Bitler,"The More Things Change, the More They Stay the Same: The Safety Net, Living Arrangements, and Poverty in the Great Recession",University of California-Irvine,Jan 03 2014,10:15 AM,"Pennsylvania Convention Center, 105-B",American Economic Association,The Great Recession's Effect on Well-Being Through Different Prisms,I3,Karen Dynan,Brookings Institution,Katherine Abraham,University of Maryland,"Melvin Stephens, Jr",University of Michigan,,,,,,,MARIANNE BITLER,Female,,,,,,NA,NA,NA,NA,NA
Marianne Bitler,Do In-Work Tax Credits Serve as a Safety Net?,University of California-Irvine and NBER,Jan 03 2014,2:30 PM,"Philadelphia Marriott, Grand Ballroom - Salon L",American Economic Association,Behavioral Responses to Taxation,H2,Nathaniel Hendren,Harvard University,Hilary W. Hoynes,University of California-Davis,Dayanand S. Manoli,University of Texas-Austin,Wojciech Kopczuk,Columbia University,Nathaniel Hendren,Harvard University,,,MARIANNE BITLER,Female,,,,,,NA,NA,NA,NA,NA
Marianne Simonsen,School Starting Age and Crime,Aarhus University,Jan 05 2014,8:00 AM,"Philadelphia Marriott, Grand Ballroom - Salon K",American Economic Association,Economics of Crime,K4,Matthew Lindquist,"SOFI, Stockholm University",Erdal Tekin,Georgia State University,Matthew J. Lindquist,"SOFI, Stockholm University",Patrick Bayer,NBER and Duke University,Jacob L. Vigdor,Duke University,,,Marianne Simonsen,Female,,,,,,NA,NA,NA,NA,NA
Marie Hoerova,"Risk-Sharing or Risk-Taking? Counterparty Risk, Incentives and Margins",European Central Bank,Jan 04 2014,10:15 AM,"Philadelphia Marriott, Grand Ballroom - Salon C",American Economic Association,Agency Conflicts and Asset Pricing,G1,Bruno Biais,Toulouse School of Economics,Hyun S. Shin,Princeton University,Markus K. Brunnermeier,Princeton University,Alp Simsek,Massachusetts Institute of Technology,Zhiguo He,University of Chicago,,,MARIE HOEROVA,Female,,,,,,NA,NA,NA,NA,NA
Mario Crucini,On What States Do Prices Depend? Answers From Ecuador,Vanderbilt University,Jan 04 2014,10:15 AM,"Loews Philadelphia Hotel, Regency Ballroom C2",International Economic & Finance Society,Exchange Rates and Fundamentals,F4,Karen Lewis,University of Pennsylvania,Adrien Verdelhan,Massachusetts Institute of Technology,Riccardo Colacito,University of North Carolina,Chris Telmer,Carnegie Mellon University,Lucasz Drozd,University of Pennsylvania,,,MARIO CRUCINI,Male,,,,,,NA,NA,NA,NA,NA
Mario Macis,Do Female Executives Make a Difference? The Impact of Female Leadership on Firm Performance and Corporate Practices,"Johns Hopkins University, IZA",Jan 05 2014,1:00 PM,"Philadelphia Marriott, Grand Ballroom - Salon J",American Economic Association,Gender in Organizational Hierarchies,J7,Amalia Miller,University of Virginia,Manuel Bagues,Universidad Carlos III,Mario Macis,"Johns Hopkins University, IZA",Francine D. Blau,Cornell University,Fidan Ana Kurtulus,University of Massachusetts-Amherst,,,Mario Macis,Male,,,,,,NA,NA,NA,NA,NA
Mario Macis,Viral Altruism? A Study of Charitable Giving in On-Line Networks,Johns Hopkins University,Jan 04 2014,10:15 AM,"Pennsylvania Convention Center, 202-B",American Economic Association,Giving and Social Contexts,H4,Kimberley Scharf,University of Warwick,A. Abigail Payne,McMaster University,Leonard Lee,Columbia University,Angelo Mele,Johns Hopkins University,Michael K. Price,Georgia State University,,,Mario Macis,Male,,,,,,NA,NA,NA,NA,NA
Mark Dean,Rational Inattention and State Dependent Stochastic Choice,Brown University,Jan 03 2014,10:15 AM,"Pennsylvania Convention Center, 107-B",American Economic Association,Revealed Preference Theory and Applications: Recent Developments,D1,Bram De Rock,Université libre de Bruxelles,Arthur Lewbel,Boston College,Abi Adams,Oxford University,Thomas Demuynck,University of Leuven,Laurens Cherchye,University of Leuven,,,Mark Dean,Male,,,,,,NA,NA,NA,NA,NA
Mark Dean,"Revealed Preference, Rational Inattention, and Costly Information Processing",Brown University,Jan 05 2014,10:15 AM,"Philadelphia Marriott, Grand Ballroom - Salon C",American Economic Association,Inattention and Experiments,D8,Filip Matejka,CERGE-EI,Dirk Bergemann,Yale University,Colin Camerer,California Institute of Technology,Cars Hommes,University of Amsterdam,,,,,Mark Dean,Male,,,,,,NA,NA,NA,NA,NA
Mark Duggan,Who Benefits When the Government Pays More? Pass Through in the Medicare Advantage Program,University of Pennsylvania,Jan 03 2014,10:15 AM,"Pennsylvania Convention Center, 112-A",Health Economics Research Organization/American Economic Association,Provider Responses to the Design of Medicare Reimbursements,I1,Donald Yett,University of Southern California,Sean Nicholson,Cornell University,Kurt Lavetti,Ohio State University,Yaa Akosa Antwi,Indiana University-Purdue University-Indianapolis,,,,,MARK DUGGAN,Male,,,,,,NA,NA,NA,NA,NA
Mark Duggan,The Market Impacts of Product Patents in Developing Countries: Evidence from India,University of Pennsylvania,Jan 05 2014,8:00 AM,"Pennsylvania Convention Center, 204-A",American Economic Association,Medical Innovation,I1,Nolan Miller,University of Illinois-Urbana-Champaign,Craig Garthwaite,Northwestern University,Heidi L. Williams,Massachusetts Institute of Technology,Leemore Dafny,Northwestern University,Amanda E. Kowalski,Yale University,,,MARK DUGGAN,Male,,,,,,NA,NA,NA,NA,NA
Mark Koyama,Jewish Persecutions and Weather Shocks: 1100-1800,George Mason University,Jan 03 2014,2:30 PM,"Philadelphia Marriott, Grand Ballroom - Salon B",American Economic Association,Climate,Q5,Lynne Lewis,Bates College,,,,,,,,,,,Mark Koyama,Male,,,,,,NA,NA,NA,NA,NA
Mark L. J. Wright,Restructuring the Sovereign Debt Restructuring Mechanism,University of California-Los Angeles,Jan 04 2014,2:30 PM,"Pennsylvania Convention Center, 204-B",American Economic Association,New Challenges in Sovereign Debt Restructuring,F4,Patrick Bolton,Columbia University,Laura Alfaro,Harvard University,Fernando Broner,CREI and Universitat Pompeu Fabra,Anil Kashyap,University of Chicago,Michael Bordo,Rutgers University,,,Mark L. J. Wright,Male,,,,,,NA,NA,NA,NA,NA
Mark Rosenzweig,Risk and Investment in Agriculture,Yale University,Jan 03 2014,8:00 AM,"Pennsylvania Convention Center, 201-C",American Economic Association,The Demand for Insurance in Developing Countries,O1,Benjamin Olken,Massachusetts Institute of Technology,Seema Jayachandran,Northwestern University,Tavneet Suri,Massachusetts Institute of Technology,Jishnu Das,World Bank,,,,,MARK ROSENZWEIG,Male,,,,,,NA,NA,NA,NA,NA
Mark Schankerman,Patents and Cumulative Innovation: Causal Evidence from the Courts,London School of Economics,Jan 05 2014,1:00 PM,"Pennsylvania Convention Center, 204-C",American Economic Association,"Patents, Innovation and Growth",O3,Mark Schankerman,London School of Economics,Heidi L. Williams,Massachusetts Institute of Technology,Samuel Kortum,Yale University,John Van Reenen,London School of Economics,Benjamin Jones,Northwestern University,,,MARK SCHANKERMAN,Male,,,,,,NA,NA,NA,NA,NA
Mark Watson,Natural Rate of Unemployment,Princeton University,Jan 03 2014,8:00 AM,"Philadelphia Marriott, Grand Ballroom - Salon E",American Economic Association,What's Natural? Key Macroeconomic Parameters after the Great Recession,E1,Matthew Shapiro,University of Michigan,Michael Woodford,Columbia University,Robert E. Hall,Stanford University,Susanto Basu,Boston College,,,,,MARK WATSON,Male,,,,,,NA,NA,NA,NA,NA
Mark Watson,Inference in Structural VARs with External Instruments,Princeton University,Jan 03 2014,10:15 AM,"Philadelphia Marriott, Meeting Room 401",Econometric Society,Advances in Macroeconometrics,C3,Barbara Rossi,Universitat Pompeu Fabra,,,,,,,,,,,MARK WATSON,Male,,,,,,NA,NA,NA,NA,NA
Markus Jantti,The Impact of Child Evacuation on the Importance of Family Background,Stockholm Univeristy,Jan 05 2014,8:00 AM,"Pennsylvania Convention Center, 202-A",American Economic Association,Children,J1,Anna Aizer,Brown University,,,,,,,,,,,MARKUS JANTTI,Male,,,,,,NA,NA,NA,NA,NA
Markus K. Brunnermeier,"Financial Stability, Price Stability and Fiscal Debt Sustainability",Princeton University,Jan 05 2014,1:00 PM,"Pennsylvania Convention Center, 201-B",American Economic Association,"Macro, Money and Financial Fragility",E5,Yuliy Sannikov,Princeton University,Sebastian DiTella,Stanford University,Matteo Maggiori,New York University,Valentin Haddad,Princeton University,,,,,Markus K. Brunnermeier,Male,MARKUS BRUNNERMEIER,,,,,NA,NA,NA,NA,NA
Markus K. Brunnermeier,The Euro Crisis: A Crash Course,Princeton University,Jan 03 2014,2:30 PM,"Pennsylvania Convention Center, 201-A",American Economic Association,Teaching the Euro Crisis,F3,Maurice Obstfeld,University of California-Berkeley,Ricardo Reis,Columbia University,Tano Santos,Columbia University,Markus K. Brunnermeier,Princeton University,,,,,Markus K. Brunnermeier,Male,MARKUS BRUNNERMEIER,,,,,NA,NA,NA,NA,NA
Martha Stinson,Employment Transitions and Earnings Instability: An Analysis Using SIPP Linked to Administrative Data at the Job-Level,US Census Bureau,Jan 04 2014,8:00 AM,"Pennsylvania Convention Center, 106-B",Society of Government Economists,Recent Advances in Empirical Research Using Administrative Data,D1,Charles Hokayem,US Census Bureau,,,,,,,,,,,Martha Stinson,Female,,,,,,NA,NA,NA,NA,NA
Martha Stinson,The Earnings Impact of Graduating from College during a Recession,US Census Bureau,Jan 04 2014,8:00 AM,"Pennsylvania Convention Center, 106-B",Society of Government Economists,Recent Advances in Empirical Research Using Administrative Data,D1,Charles Hokayem,US Census Bureau,,,,,,,,,,,Martha Stinson,Female,,,,,,NA,NA,NA,NA,NA
Marti Subrahmanyam,To Disclose or not to Disclose: Transparency and Liquidity in the Structured Product Market,New York University,Jan 03 2014,10:15 AM,"Loews Philadelphia Hotel, Regency Ballroom B",American Finance Association,New Evidence on Fixed Income Liquidity,G1,Ingrid Werner,Ohio State University,Jack Bao,Ohio State University,Michael Fleming,Federal Reserve Bank of New York,Ben Iverson,Harvard University,Antje Berndt,Carnegie Mellon University,,,MARTI SUBRAHMANYAM,Female,,,,,,NA,NA,NA,NA,NA
Marti Subrahmanyam,"Sovereign Credit Risk, Liquidity and ECB Intervention: Deus Ex Machina?",New York University,Jan 03 2014,10:15 AM,"Loews Philadelphia Hotel, Regency Ballroom B",American Finance Association,New Evidence on Fixed Income Liquidity,G1,Ingrid Werner,Ohio State University,Jack Bao,Ohio State University,Michael Fleming,Federal Reserve Bank of New York,Ben Iverson,Harvard University,Antje Berndt,Carnegie Mellon University,,,MARTI SUBRAHMANYAM,Female,,,,,,NA,NA,NA,NA,NA
Marti Subrahmanyam,Does the Tail Wag the Dog? The Effect of Credit Default Swaps on Credit Risk,New York University,Jan 03 2014,8:00 AM,"Loews Philadelphia Hotel, Regency Ballroom A",American Finance Association,Credit Risk I,G1,Ilya Strebulaev,Stanford University,,,,,,,,,,,MARTI SUBRAHMANYAM,Female,,,,,,NA,NA,NA,NA,NA
Marti Subrahmanyam,The Determinants of Recovery Rates in the United States Corporate Bond Market,New York University,Jan 03 2014,10:15 AM,"Loews Philadelphia Hotel, Regency Ballroom A",American Finance Association,Risk Management and Corporate Options,G3,Jennifer Carpenter,New York University,Vijay Yerramilli,University of Houston,Vicky Henderson,University of Oxford,Jingzhi Huang,Penn State University,,,,,MARTI SUBRAHMANYAM,Female,,,,,,NA,NA,NA,NA,NA
Martin B. Hackmann,Adverse Selection and an Individual Mandate: When Theory Meets Practice,Yale University,Jan 03 2014,10:15 AM,"Philadelphia Marriott, Meeting Room 305",International Health Economics Association,Health Insurance Markets and Coverage,I1,Laurence Baker,Stanford University,,,,,,,,,,,Martin B. Hackmann,Male,Martin Hackmann,,,,,NA,NA,NA,NA,NA
Martin B. Hackmann,Adverse Selection and an Individual Mandate: When Theory Meets Practice,Yale University,Jan 03 2014,2:30 PM,"Philadelphia Marriott, Meeting Room 404",Econometric Society,Evaluating Health Insurance Reform,H5,Hanming Fang,University of Pennsylvania,,,,,,,,,,,Martin B. Hackmann,Male,Martin Hackmann,,,,,NA,NA,NA,NA,NA
Martin Browning,Prices versus Preferences: Taste Change and Tobacco Consumption,University of Oxford,Jan 03 2014,10:15 AM,"Pennsylvania Convention Center, 107-B",American Economic Association,Revealed Preference Theory and Applications: Recent Developments,D1,Bram De Rock,Université libre de Bruxelles,Arthur Lewbel,Boston College,Abi Adams,Oxford University,Thomas Demuynck,University of Leuven,Laurens Cherchye,University of Leuven,,,MARTIN BROWNING,Male,,,,,,NA,NA,NA,NA,NA
Martin Eichenbaum,Understanding Booms and Busts in Housing Markets,Northwestern University,Jan 03 2014,10:15 AM,"Pennsylvania Convention Center, 201-B",American Economic Association,Housing Bubbles and Beliefs,E3,Wei Xiong,Princeton University,Monika Piazzesi,Stanford University,Johannes Stroebel,New York University,Harrison Hong,Princeton University,Nicholas C. Barberis,Yale University,,,MARTIN EICHENBAUM,Male,,,,,,NA,NA,NA,NA,NA
Martin Evans,Exchange-Rate Dark Matter,Georgetown University,Jan 04 2014,10:15 AM,"Loews Philadelphia Hotel, Regency Ballroom C2",International Economic & Finance Society,Exchange Rates and Fundamentals,F4,Karen Lewis,University of Pennsylvania,Adrien Verdelhan,Massachusetts Institute of Technology,Riccardo Colacito,University of North Carolina,Chris Telmer,Carnegie Mellon University,Lucasz Drozd,University of Pennsylvania,,,MARTIN EVANS,Male,,,,,,NA,NA,NA,NA,NA
Martin Feldstein,How to Achieve Stronger United States Growth,Harvard University,Jan 04 2014,10:15 AM,"Pennsylvania Convention Center, 204-B",American Economic Association,Rapid Growth or Stagnation for the United States Economy?,F4,Dominick Salvatore,Fordham University,Dale Jorgenson,Harvard University,,,,,,,,,MARTIN FELDSTEIN,Male,,,,,,NA,NA,NA,NA,NA
Martin Ljunge,Inherited Trust and Economic Success of Second Generation Immigrants,Research Institute of Industrial Economics,Jan 04 2014,8:00 AM,"Pennsylvania Convention Center, 202-B",American Economic Association,Labor Markets,J0,Susan Averett,Lafayette College,,,,,,,,,,,MARTIN LJUNGE,Male,,,,,,NA,NA,NA,NA,NA
Martin Oehmke,Synthetic or Real? The Equilibrium Effects of Credit Default Swaps on Bond Markets,Columbia University,Jan 03 2014,8:00 AM,"Loews Philadelphia Hotel, Regency Ballroom A",American Finance Association,Credit Risk I,G1,Ilya Strebulaev,Stanford University,,,,,,,,,,,Martin Oehmke,Male,,,,,,NA,NA,NA,NA,NA
Martin Schmalz,Housing Collateral and Entrepreneurship,University of Michigan,Jan 04 2014,8:00 AM,"Loews Philadelphia Hotel, Millennium Hall",American Finance Association,Real Estate and Mortgages,G2,Karen Pence,Federal Reserve Board,Karen M. Pence,Federal Reserve Board,Ben Keys,University of Chicago,Margarita Tsoutsoura,University of Chicago,Sumit Agarwal,National University of Singapore,,,Martin Schmalz,Male,,,,,,NA,NA,NA,NA,NA
Martin Stuermer,150 Years of Boom and Bust: What Drives Mineral Commodity Prices?,University of Bonn,Jan 04 2014,10:15 AM,"Pennsylvania Convention Center, 108-B",American Economic Association,Explaining Commodity Price Fluctuations,Q4,Gordon Rausser,University of California-Berkeley,Christopher R. Knittel,Massachusetts Institute of Technology,Thomas Helbling,International Monetary Fund,Gordon Rausser,University of California-Berkeley,Michael Sockin,Princeton University,,,Martin Stuermer,Male,,,,,,NA,NA,NA,NA,NA
Martin Uribe,Prudential Policy for Peggers,Columbia University,Jan 03 2014,10:15 AM,"Philadelphia Marriott, Liberty Ballroom",American Economic Association,Capital Controls and Macro-Prudential Policies,F4,Mark Spiegel,Federal Reserve Bank of San Francisco,Javier Bianchi,University of Wisconsin-Madison,Alessandro Rebucci,Johns Hopkins University,Xiaodong Zhu,University of Toronto,Suman Basu,International Monetary Fund,,,MARTIN URIBE,Male,,,,,,NA,NA,NA,NA,NA
Martin Uribe,"Currency Pegs, Downward Nominal Wage Rigidity, Unemployment, and Macro Prudential Policy",Columbia University,Jan 04 2014,2:30 PM,"Pennsylvania Convention Center, 201-A",Econometric Society,Macroeconomics with Debt Markets in Turmoil,E5,Enrique Mendoza,University of Pennsylvania,,,,,,,,,,,MARTIN URIBE,Male,,,,,,NA,NA,NA,NA,NA
Martin Weitzman,Fat Tails and the Social Cost of Carbon,Harvard University,Jan 03 2014,10:15 AM,"Philadelphia Marriott, Grand Ballroom - Salon E",American Economic Association,Discounting for the Long Run,D8,Nicholas Stern,London School of Economics,Kenneth Arrow,Stanford University,,,,,,,,,MARTIN WEITZMAN,Male,,,,,,NA,NA,NA,NA,NA
Massimo Massa,Adding Value Through Information Interpretation: News Tangibility and Mutual Funds Trading,INSEAD,Jan 04 2014,10:15 AM,"Loews Philadelphia Hotel, Commonwealth Hall C",American Finance Association,Mutual Funds and Investment Choice,G1,William Goetzmann,Yale University,Roy Zuckerman,Rutgers University,Philipp Illeditsch,University of Pennsylvania,Masahiro Watanabe,University of Alberta,Hong Zhang,INSEAD,,,MASSIMO MASSA,Male,,,,,,NA,NA,NA,NA,NA
Massimo Massa,Excess Autocorrelation and Mutual Fund Performance,INSEAD,Jan 03 2014,10:15 AM,"Loews Philadelphia Hotel, Commonwealth Hall B",American Finance Association,Chasing Alpha,G1,Andrew Metrick,Yale University,Sugata Ray,University of Florida,Martijn Cremers,University of Notre Dame,Dong Lou,London School of Economics,,,,,MASSIMO MASSA,Male,,,,,,NA,NA,NA,NA,NA
Mathias Thoenig,Welfare and Trade Without Pareto,University of Lausanne and CEPR,Jan 03 2014,10:15 AM,"Pennsylvania Convention Center, 103-B",American Economic Association,Gains from Trade When Firms Matter,F1,Pol Antras,Harvard University,Swati Dhingra,London School of Economics,Lorenzo Caliendo,Yale University,Jonathan Eaton,Pennsylvania State University,Gordon H. Hanson,University of California-San Diego,,,MATHIAS THOENIG,Male,,,,,,NA,NA,NA,NA,NA
Mathieu Couttenier,The Wild West is Wild: The Homicide Resource Curse,University of Lausanne,Jan 05 2014,1:00 PM,"Philadelphia Marriott, Grand Ballroom - Salon I",Association for Comparative Economic Studies,"Shall I Fear Thou? Theoretical and Empirical Evidence on the Determinants, Effects, and Persistence of Aggression vs. Cooperation",Z1,Pauline Grosjean,University of New South Wales,Marc Sangnier,University of Aix-Marseille,Emily Owens,Cornell University,Karen Clay,Carnegie Mellon University,Yan Chen,University of Michigan,,,Mathieu Couttenier,Male,,,,,,NA,NA,NA,NA,NA
Matteo Maggiori,International Liquidity and Exchange Rate Dynamics,New York University,Jan 05 2014,10:15 AM,"Pennsylvania Convention Center, 204-C",American Economic Association,Advances in Open Macroeconomics,F3,Jaume Ventura,"CREI, UPF, and Barcelona GSE",Kenneth Rogoff,Harvard University,Philipp Schnabl,New York University,Oleg Itskhoki,Princeton University,Jaume Ventura,"CREI, UPF, and Barcelona GSE",,,Matteo Maggiori,Male,,,,,,NA,NA,NA,NA,NA
Matthew D. Shapiro,Do Household Balance Sheets Affect Stimulus Spending? Lessons from Changes in Payroll Taxes,University of Michigan,Jan 05 2014,8:00 AM,"Pennsylvania Convention Center, 103-C",American Economic Association,Consumption and Debt Response to Income Shocks,E2,Christopher Carroll,Johns Hopkins University,Jonathan A. Parker,Northwestern University,David S. Johnson,US Census Bureau,Jane Dokko,Federal Reserve Board,Erik Hurst,University of Chicago,,,Matthew D. Shapiro,Male,,,,,,NA,NA,NA,NA,NA
Matthew Elliott,How Better Information Can Garble Experts' Advice,California Institute of Technology,Jan 04 2014,2:30 PM,"Pennsylvania Convention Center, 103-C",American Economic Association,Theory of Persuasion,D8,Matthew Gentzkow,University of Chicago,Paul Milgrom,Stanford Univeristy,Ilya Segal,Stanford University,Navin Kartik,Columbia University,,,,,Matthew Elliott,Male,,,,,,NA,NA,NA,NA,NA
